Mean_R, SD_R, Mean_G, SD_G, Mean_B, SD_B, Mean_C, SD_C, Mean_M, SD_M, Mean_Y, SD_Y, Mean_K, SD_K
6.242284266034419460e+01,6.180778599698551368e+00,2.448097126272329760e+01,4.555735640455927715e+00,7.543788578669827416e+01,7.114578895475626830e+00,4.331603907166597622e+01,1.823681172644806736e+01,1.726855722512032969e+02,8.036657451927791129e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.795621142133017258e+02,7.114578895475628606e+00
7.644976158038147673e+01,7.245913765145837182e+00,3.216032016348773936e+01,6.927122514292140210e+00,8.461903950953679043e+01,7.443758144730394655e+00,2.446273682066759747e+01,1.247272834953378862e+01,1.589797288073923767e+02,1.172181566043698453e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.703809604904632238e+02,7.443758144730393767e+00
6.568656907242856846e+01,7.946109352956407079e+00,2.688148053442434460e+01,7.247270833473096197e+00,7.990331138528415522e+01,7.210084150756387089e+00,4.547808763205916449e+01,1.517965205366692416e+01,1.702829606589908735e+02,1.365536668200399184e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.750966886147158448e+02,7.210084150756382648e+00
6.232888080935820341e+01,8.068155020259625942e+00,2.641309674359785120e+01,6.969744298667417404e+00,8.195376225102749856e+01,8.064173877427949222e+00,6.040298485239765824e+01,2.304087690926435883e+01,1.737054757021533362e+02,1.259429348385263481e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.730462377489724872e+02,8.064173877427947446e+00
8.031135597850833108e+01,8.323703123389252667e+00,3.518122211091885987e+01,6.093224914209067755e+00,9.189274656224387172e+01,5.960582450058639736e+00,3.257769994677472170e+01,1.156733769748342944e+01,1.580045257614955005e+02,1.045993326905504794e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.631072534377561283e+02,5.960582450058640624e+00
6.519879650157136552e+01,9.339105473260776336e+00,2.612456452359490200e+01,9.166132328548885155e+00,7.593117645625746093e+01,8.419065445975981277e+00,3.625248994932450586e+01,1.755341852482550635e+01,1.690796697502612744e+02,1.854626662237352619e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.790688235437425249e+02,8.419065445975983053e+00
7.049327964454317907e+01,6.338815758268449230e+00,3.028542071646764811e+01,5.007460265812867739e+00,8.125348514301582270e+01,5.661383995806521519e+00,3.380568411897495906e+01,1.195481175101375548e+01,1.604626782684547663e+02,8.963200516742553248e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.737465148569841631e+02,5.661383995806518854e+00
5.759297105476933609e+01,6.528451577260845795e+00,2.415028432168968209e+01,5.443708531189491495e+00,7.141344221642653167e+01,7.971479618812639778e+00,4.832802085615031018e+01,2.152876692079704668e+01,1.693816153340372921e+02,1.001559449006740543e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.835865577835734825e+02,7.971479618812640666e+00
6.855253573704816006e+01,7.068436914048106701e+00,2.836597468815442014e+01,4.916404565019231399e+00,8.167504324865701903e+01,5.159878815473490477e+00,4.129030847372254698e+01,1.296138536548951237e+01,1.669605597036534164e+02,9.705768326874519403e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.733249567513429952e+02,5.159878815473488700e+00
5.950079929254106759e+01,8.411778010192994870e+00,2.238488486786163634e+01,8.308915801374821442e+00,7.173028128294956218e+01,8.408516146748844733e+00,4.310419524433943650e+01,2.093088195672840612e+01,1.771468829911802914e+02,1.656000703468876978e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.832697187170504378e+02,8.408516146748848286e+00
5.615398898310329656e+01,7.770521450659134466e+00,2.385117905551773276e+01,6.399042236037328024e+00,7.726254874048400723e+01,5.505573246546920707e+00,7.007057873270478865e+01,1.780307334072017511e+01,1.770940683798619659e+02,1.452306285833146760e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.777374512595160070e+02,5.505573246546918043e+00
5.285694842755067668e+01,6.195968505739687160e+00,2.077091333300928255e+01,3.960354460573469737e+00,6.863121567102513154e+01,5.806329391875227230e+00,5.829909360033357046e+01,1.929306852711784970e+01,1.782250198578088600e+02,8.240508928485144935e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863687843289748685e+02,5.806329391875228119e+00
6.326393990672335121e+01,8.386779492667999492e+00,2.411250980230302687e+01,5.527919815784277269e+00,7.467530645094721820e+01,7.308140421219448513e+00,3.894928019795915475e+01,1.925458969401215015e+01,1.734450615355439425e+02,1.057578682406531634e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.803246935490527960e+02,7.308140421219451177e+00
6.142463768115941747e+01,7.771488396649147923e+00,2.377079864323157565e+01,5.790268363265131057e+00,7.571443108233117414e+01,7.084548091052765173e+00,4.829065761917592425e+01,1.521830949091458329e+01,1.758141590129104088e+02,1.100781567997408850e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.792855689176688259e+02,7.084548091052766949e+00
7.150674626546019397e+01,7.559233707231129529e+00,2.970000535417893772e+01,5.176791642367869706e+00,8.418999303956738345e+01,5.221163752354603282e+00,3.875963638882780060e+01,1.391768386460753959e+01,1.655885676486716136e+02,9.696725366219027364e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.708100069604326166e+02,5.221163752354603282e+00
6.610369911778361995e+01,9.776158434340972647e+00,2.792734870763039723e+01,7.181608368549929899e+00,7.748199969045039381e+01,8.258739153984594239e+00,3.806629827682356648e+01,1.569658802001283071e+01,1.641933599991041035e+02,1.455814665315788048e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.775180003095495920e+02,8.258739153984594239e+00
6.641075142240534035e+01,7.365084350841291538e+00,2.536417500490484755e+01,4.743832532614095321e+00,8.059933294094565781e+01,5.534105250222600247e+00,4.500838794063665915e+01,1.695994320673919376e+01,1.753007782563877299e+02,9.283599869692496398e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.744006670590543422e+02,5.534105250222595807e+00
7.263611995309096869e+01,8.164148306085886375e+00,2.845354330708661550e+01,6.204816134803720296e+00,8.393228346456693600e+01,6.834555270761954127e+00,3.470135275039714884e+01,1.044722740270484707e+01,1.694066410309657442e+02,1.132654456182801006e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.710677165354330782e+02,6.834555270761952350e+00
5.710436985873450766e+01,1.075836237064391732e+01,2.361729894831834997e+01,9.939123190872749092e+00,7.022172087050084599e+01,1.195940231392008002e+01,4.702389075639152338e+01,2.199253663530921798e+01,1.718361453295497370e+02,1.754221547806458048e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.847782791294991398e+02,1.195940231392008002e+01
6.860654311039483844e+01,8.347597707475667761e+00,2.699107171635777647e+01,5.894343774938933578e+00,8.206858984689766601e+01,5.603757346625983793e+00,4.240932942337382627e+01,1.422394557852654273e+01,1.718852397535122236e+02,1.210389541208018649e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.729314101531023482e+02,5.603757346625981128e+00
6.987947777733005239e+01,7.877099541371276104e+00,3.017830519402022915e+01,5.249330051703530842e+00,8.034399806584195858e+01,5.085433977157109986e+00,3.371302130442159495e+01,1.490605798696376461e+01,1.598052939239970556e+02,1.085398037419290773e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.746560019341580414e+02,5.085433977157106433e+00
6.336973204994797015e+01,5.886566885653689241e+00,2.514392559833506624e+01,5.436031205397600097e+00,7.547512356919875742e+01,7.704899166997347670e+00,4.003621852045348817e+01,1.771602487507232837e+01,1.708130583039265673e+02,9.472171835702965836e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.795248764308012426e+02,7.704899166997350335e+00
7.401165407027058052e+01,7.852960743255534837e+00,2.997435527606300099e+01,5.629486234714867088e+00,8.515418565741649104e+01,5.732359522981661293e+00,3.374432706916109481e+01,1.275473433489466046e+01,1.658909433789075933e+02,1.059950267490316378e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.698458143425835090e+02,5.732359522981662181e+00
5.924084670481373394e+01,7.622451730558057470e+00,2.419346964907366626e+01,6.055568027473383630e+00,7.644287943659718110e+01,7.286925562823229008e+00,5.745572027842990792e+01,1.550395837867472615e+01,1.751849639568407611e+02,1.124316428149131575e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.785571205634028331e+02,7.286925562823228120e+00
6.204487222259291457e+01,8.372524958436539322e+00,2.590875425368652785e+01,6.835515767067081860e+00,7.783852672316007215e+01,6.741285826011193194e+00,5.232066512727531205e+01,1.339858208971823395e+01,1.712044840479917980e+02,1.359735539657672732e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.771614732768399278e+02,6.741285826011191418e+00
6.499475035663337508e+01,7.593433295768045710e+00,2.672972895863052756e+01,5.287680410212509230e+00,7.707794579172610838e+01,5.859303907907596809e+00,4.007174505392508479e+01,1.805410768736203408e+01,1.671670069581035420e+02,1.054643459071892941e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.779220542082738916e+02,5.859303907907594144e+00
6.659886887852172777e+01,7.392689587505202553e+00,2.591274205739007996e+01,6.485592627990838466e+00,7.889585342333654694e+01,6.332688470845194040e+00,3.968832936756857066e+01,1.726571697484311230e+01,1.721442850931036901e+02,1.342276886116733081e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.761041465766634531e+02,6.332688470845191375e+00
6.685906785034876521e+01,8.563174086227233417e+00,2.718162122172902073e+01,6.053933808373502146e+00,7.894935003170577659e+01,6.712786802699502786e+00,3.959831271687635024e+01,1.320877319876745304e+01,1.680842439807171615e+02,1.129670744945147298e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.760506499682942376e+02,6.712786802699500122e+00
7.524504375393568978e+01,1.301652119137092711e+01,3.149084750179141423e+01,7.926624547873435844e+00,8.705419842355546223e+01,9.412926763408439257e+00,3.600074637828764423e+01,1.704579030462871003e+01,1.640029063224174024e+02,1.333264331382660473e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.679458015764445236e+02,9.412926763408439257e+00
6.478266871565129748e+01,8.394218974471257866e+00,2.494066626728830727e+01,7.837827044090765582e+00,7.816687937905346928e+01,6.707335696295286809e+00,4.403223064919392726e+01,1.567693279005326801e+01,1.748944004269923482e+02,1.599388774456803475e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.768331206209465165e+02,6.707335696295283256e+00
5.625104738851131003e+01,7.156044324028408177e+00,2.196671632064053625e+01,5.116386786553214883e+00,7.227353132855414231e+01,6.638983179608856311e+00,5.639833268519354448e+01,1.809957473268248052e+01,1.782095768166940388e+02,1.000969306710756435e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.827264686714458719e+02,6.638983179608860752e+00
7.157469531669178764e+01,1.326269339955017124e+01,3.485198906461585722e+01,1.095218567470453408e+01,8.655629934336594999e+01,1.007461710785433873e+01,4.516778619508009740e+01,2.179023095922369890e+01,1.544000544308323413e+02,1.939724921124039980e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.684437006566340358e+02,1.007461710785433873e+01
7.324930918925274170e+01,9.077841928875990618e+00,3.146807572461638003e+01,7.812740593484003071e+00,8.527394320653770876e+01,6.065325596506427885e+00,3.642950384627874882e+01,1.715062075466244806e+01,1.618975432675069044e+02,1.589498176349947123e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.697260567934622770e+02,6.065325596506427885e+00
8.256995321434760626e+01,6.518147226465167421e+00,3.625499913359902848e+01,5.657962146986419860e+00,9.175165482585340726e+01,5.092090279685139720e+00,2.564949475389806821e+01,1.024773368052673561e+01,1.547149045973250736e+02,9.971676085315065663e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.632483451741466070e+02,5.092090279685139720e+00
5.546421737466513235e+01,7.298056391549984312e+00,2.167442507741015234e+01,4.513430652265086884e+00,6.879365410708693673e+01,7.004794960413392779e+00,4.895239939147796093e+01,2.175816354383637119e+01,1.752136390492332509e+02,8.459619062154864366e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.862063458929130491e+02,7.004794960413392779e+00
6.511410375893134983e+01,7.680518633332203748e+00,2.592146629388008705e+01,9.329339668565690857e+00,8.070785958372165680e+01,8.903117896543612630e+00,4.890828948045308522e+01,1.553313609774633441e+01,1.749238200817486586e+02,1.774517367240029486e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.742921404162783574e+02,8.903117896543607301e+00
6.060833425079819392e+01,6.638941340480426057e+00,2.507095673235714983e+01,4.566917985486546705e+00,7.265116151051414306e+01,7.860609974527827504e+00,4.144550995763939483e+01,1.900098316138431187e+01,1.674098979666466960e+02,8.104677211329166298e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.823488384894858427e+02,7.860609974527830168e+00
6.731868252315449297e+01,6.605986402123090073e+00,2.807162821285690768e+01,6.647310475325173940e+00,7.890151805776291383e+01,8.252788166423233207e+00,3.677652099086708404e+01,1.557557984378839500e+01,1.651605558345706299e+02,1.138219071273072558e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.760984819422370720e+02,8.252788166423227878e+00
6.618082938576759489e+01,9.621235303049042287e+00,2.580143964855638217e+01,5.634619788079838543e+00,7.944015137481144961e+01,7.193346568288878196e+00,4.320796911055064982e+01,1.828132818322122688e+01,1.730029974782938211e+02,1.077191216944710916e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.755598486251885504e+02,7.193346568288876419e+00
5.975821946169772048e+01,6.801282437336084286e+00,2.277714285714285580e+01,4.051074457362508596e+00,7.450409937888198897e+01,5.824696098885172368e+00,4.966498099329005100e+01,2.457172885458752276e+01,1.774166158965246893e+02,8.221667723781276749e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.804959006211180110e+02,5.824696098885175033e+00
6.935682326621923721e+01,9.907939611945533187e+00,2.902315097281540091e+01,5.680608254807375523e+00,8.197867941156532368e+01,7.177177967632901279e+00,3.996969531292855038e+01,1.705447985736022432e+01,1.654105513102732061e+02,9.724807633455151645e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.730213205884346905e+02,7.177177967632897726e+00
6.657677407994364671e+01,6.479576002885476527e+00,2.715486881493220750e+01,5.002152959214241079e+00,8.032787462581440252e+01,5.835449732241685616e+00,4.357691093264726589e+01,1.455742154262274468e+01,1.693072584876651661e+02,9.227205616846916314e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.746721253741855833e+02,5.835449732241682952e+00
5.544924551748623998e+01,9.899367068849860729e+00,2.187289188709391041e+01,7.879459693948121846e+00,6.561317237706373362e+01,1.216725927341302160e+01,3.883389683390797131e+01,1.514027704265255814e+01,1.720227952520937436e+02,1.274910938609063393e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.893868276229362664e+02,1.216725927341301983e+01
6.204870902765061658e+01,1.023264786618845434e+01,2.423399255325642443e+01,1.041825810331494573e+01,7.543349813831410700e+01,9.418311414116933733e+00,4.585176741426451485e+01,1.432553222679115201e+01,1.754356045660931898e+02,2.035341672247344391e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.795665018616859072e+02,9.418311414116935509e+00
6.682604499220431649e+01,8.594054855328264964e+00,2.780492241443314327e+01,6.828705758489318711e+00,8.122878461652683768e+01,7.110711424166196615e+00,4.511828572555129568e+01,2.068532084458620801e+01,1.685444541776225833e+02,1.302874170921763231e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.737712153834731623e+02,7.110711424166193062e+00
7.609811837393807821e+01,7.265433108883867952e+00,3.181784034262444649e+01,5.676819412926590758e+00,9.063845397739240184e+01,5.437476722778860072e+00,4.117304751463640144e+01,1.175049714259148637e+01,1.660601769348973562e+02,1.040803506665800704e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.643615460226075982e+02,5.437476722778861848e+00
6.648036263060848228e+01,1.026065107141704758e+01,2.493829133374308427e+01,7.427080652103525971e+00,7.816751690227413008e+01,8.417530557917555001e+00,3.876521441649267530e+01,1.820928590292156812e+01,1.749687732756326284e+02,1.405807512643509938e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.768324830977258841e+02,8.417530557917555001e+00
8.100908893000979560e+01,1.089536927465231919e+01,3.356737781647980512e+01,7.140761889812370811e+00,9.693566996843365757e+01,8.470188477436275676e+00,4.263568035305279125e+01,1.253512551140966735e+01,1.675909268059385795e+02,1.049396720119054294e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.580643300315663566e+02,8.470188477436275676e+00
6.259252826590383023e+01,1.016860919788915041e+01,2.536200790083094958e+01,9.865548006133204595e+00,7.476818553330609518e+01,9.715404427740786275e+00,4.140509675502067921e+01,2.116881872494198902e+01,1.705700062445458798e+02,1.798236087306431941e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.802318144666939190e+02,9.715404427740789828e+00
6.513838936669273494e+01,9.307713024464677076e+00,2.704387442112227191e+01,6.275598895192524118e+00,7.633785409274072720e+01,7.846100442472473624e+00,3.801456806015542611e+01,1.664673192101469112e+01,1.655963664441509025e+02,1.187036176381426422e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.786621459072592870e+02,7.846100442472472736e+00
7.395976426947468951e+01,7.524975134581461056e+00,3.113602369271269765e+01,5.703989323669547140e+00,8.802473973914084127e+01,5.822127467622472352e+00,4.105909421941120030e+01,1.144492516343646038e+01,1.654213280495745835e+02,9.869788450874811048e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.669752602608591587e+02,5.822127467622475905e+00
7.160542665590227784e+01,8.946845190259614000e+00,3.152676471620625520e+01,6.888184034300261160e+00,8.461851942855136599e+01,6.711240943253547364e+00,3.954630943453647518e+01,1.681471848429546512e+01,1.609325028369415236e+02,1.270624039315934439e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.703814805714486340e+02,6.711240943253546476e+00
6.707847817334790363e+01,8.181822666777806674e+00,2.623445677805256793e+01,5.256489890513706520e+00,7.701863461206649220e+01,6.322253999472542851e+00,3.322550589793773668e+01,1.714842498107057978e+01,1.688329138496152950e+02,1.036444962582659279e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.779813653879335220e+02,6.322253999472542851e+00
6.161833775781090594e+01,1.143617037174735351e+01,2.498563746511469574e+01,6.856205479021385329e+00,7.705615683071268052e+01,9.301793334693545745e+00,5.231167781400453975e+01,1.816441846587070685e+01,1.735757559317943048e+02,1.173310379543364235e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.779438431692873053e+02,9.301793334693545745e+00
6.856000904261331641e+01,9.433607850134089645e+00,2.772187182095625602e+01,1.115177736191304092e+01,7.973945970385440773e+01,8.582092850323707722e+00,3.610559121590099352e+01,1.323990199517449717e+01,1.685494866454540386e+02,2.203245461412986472e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.752605402961455923e+02,8.582092850323705946e+00
6.001500551150304119e+01,6.562275471458213438e+00,2.341485616754969357e+01,5.818348232794486208e+00,7.135138498737687485e+01,7.119073537653457961e+00,3.973250035732701946e+01,2.072592335095780314e+01,1.722190241918744960e+02,1.201610634352913110e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.836486150126231109e+02,7.119073537653459738e+00
6.936847258485639145e+01,8.473977106791624081e+00,2.991080287206266419e+01,9.224175765129206894e+00,8.090796344647519334e+01,8.534216297392179129e+00,3.625374621016243992e+01,1.527541298187440688e+01,1.623897077709897303e+02,1.718383306208382066e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.740920365535247925e+02,8.534216297392177353e+00
7.593508967873333404e+01,7.294831275656227909e+00,3.378907430523618416e+01,7.155358411813380393e+00,8.739369949411997140e+01,6.571636328395249471e+00,3.352671484292397253e+01,1.177086665821406086e+01,1.573190166166052109e+02,1.318708465367253346e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.676063005058800286e+02,6.571636328395251248e+00
5.814732858414959793e+01,6.743247965978927283e+00,2.292853962600178264e+01,4.646556313959282036e+00,7.315093499554764378e+01,5.888812197639619939e+00,5.179751085924565501e+01,2.202136331648694068e+01,1.756235895578927568e+02,9.399272386959644621e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.818490650044523704e+02,5.888812197639624380e+00
5.796948663131298929e+01,7.979475479343657085e+00,2.467393175444928843e+01,7.169535891458794552e+00,7.819815642613210116e+01,6.868059857455298456e+00,6.631279282209686698e+01,1.667537999941351501e+01,1.757014477565500670e+02,1.484387259572341655e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.768018435738678988e+02,6.868059857455295791e+00
5.722222222222222143e+01,6.384762945673413626e+00,2.215379885814668270e+01,4.151032044626868256e+00,7.035296442687747742e+01,6.528597356154478781e+00,4.696498653128079326e+01,2.038321766904492449e+01,1.750841521857505256e+02,8.578881081779559992e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.846470355731225368e+02,6.528597356154482334e+00
6.165729297108945417e+01,7.090914294428205977e+00,2.562062394511896457e+01,7.604342174571365298e+00,8.018345402079816608e+01,7.024129679969932205e+00,5.898782610540189353e+01,1.366187810274795922e+01,1.746678911745913183e+02,1.527055826698294716e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.748165459792018339e+02,7.024129679969927764e+00
6.997005730659026312e+01,8.901124667172991778e+00,2.722260744985673497e+01,5.638985162212963864e+00,8.228283667621776942e+01,6.346569407377998573e+00,3.862544820990488859e+01,1.701851594568575976e+01,1.713408635475306880e+02,1.062556556264963881e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.727171633237822448e+02,6.346569407377996797e+00
8.864464993394980752e+01,1.256852827123185889e+01,4.060793703214442729e+01,7.707375702401155770e+00,9.935939564068692675e+01,7.690140149127157265e+00,2.859276892619291743e+01,1.789122338512047605e+01,1.515165272164658461e+02,1.404602592643485437e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.556406043593130732e+02,7.690140149127160818e+00
6.017000119803522296e+01,7.248547181371177039e+00,2.457771654486641921e+01,5.844602540118891021e+00,7.927930993171199248e+01,4.967070392719976191e+00,6.193792172949336816e+01,1.430477403127851765e+01,1.764675549112497492e+02,1.519043330414774395e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.757206900682880075e+02,4.967070392719971750e+00
7.157597418184727189e+01,1.015430628793693302e+01,2.708740298188995155e+01,6.003187704915203149e+00,8.420134425092683728e+01,7.381567069354219690e+00,3.904250239158690761e+01,1.523491438740393633e+01,1.738255795214150794e+02,1.040023375486364010e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.707986557490731627e+02,7.381567069354217914e+00
6.480387120447664984e+01,8.684016027039147545e+00,2.647752499770663093e+01,6.339757694388718612e+00,7.928446931474177006e+01,7.668750187788774930e+00,4.693583381875274085e+01,1.393921434552701299e+01,1.707493249415514072e+02,1.103359802083238783e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.757155306852582441e+02,7.668750187788770489e+00
6.294802979236882834e+01,6.395845537944519599e+00,2.473598801647734291e+01,4.788567728607769247e+00,7.316460699871011286e+01,6.795552742999667828e+00,3.507812593506535848e+01,1.786767937117448923e+01,1.693299766518336185e+02,8.923914690397428018e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.818353930012899013e+02,6.795552742999673157e+00
7.611216955332726286e+01,9.435324032362743196e+00,3.558881039197812157e+01,1.068875134571399599e+01,8.733384229717411529e+01,9.112030054216750941e+00,3.272586436606783167e+01,1.584206822777824364e+01,1.529766548134979871e+02,1.878932601039565498e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.676661577028258989e+02,9.112030054216750941e+00
7.081699379639988479e+01,1.368588267360724942e+01,3.167064985253737319e+01,9.736051281386750134e+00,8.588675887318214563e+01,1.064062799373306767e+01,4.539175561173237838e+01,2.805464722097758923e+01,1.628566254149641850e+02,1.666921081897571710e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.691132411268178544e+02,1.064062799373306767e+01
6.478360707392965878e+01,7.941927396480686241e+00,2.492311631021308571e+01,5.146481375825304738e+00,7.531852377013667876e+01,6.488111932609752053e+00,3.606818656460319517e+01,1.378369435153859612e+01,1.713621218425116695e+02,9.850765528834937612e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.796814762298633354e+02,6.488111932609754717e+00
5.333977674925129264e+01,8.998886508672088169e+00,2.073964451013184984e+01,7.999895910486399586e+00,6.851180428610322792e+01,9.938992010629561946e+00,5.584365062125190349e+01,2.245709369672540490e+01,1.795745024134848222e+02,1.469093897490406242e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.864881957138967721e+02,9.938992010629561946e+00
