Mean_R, SD_R, Mean_G, SD_G, Mean_B, SD_B, Mean_C, SD_C, Mean_M, SD_M, Mean_Y, SD_Y, Mean_K, SD_K
6.391766452570764301e+01,7.013137652914727127e+00,2.788832585611464410e+01,7.442253363146480893e+00,7.610602588516283618e+01,7.799124750033155529e+00,3.995807441330934751e+01,2.162121701137787966e+01,1.627554487879224894e+02,1.412024065312350274e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.788939741148371638e+02,7.799124750033157305e+00
7.380868698944013317e+01,1.390015417046852342e+01,3.262932855150428679e+01,8.947541465341330991e+00,8.398920103606296550e+01,9.946535846860953711e+00,3.244192500778369492e+01,2.287379974391118154e+01,1.576578954757210624e+02,1.559664549481038875e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.710107989639370487e+02,9.946535846860955488e+00
8.029683708304199286e+01,7.713504940395083942e+00,3.477933615761115504e+01,5.023864974836182995e+00,9.269995475671451857e+01,4.677341240193092275e+00,3.433782185023846267e+01,1.505516638633779891e+01,1.597102206159102025e+02,9.451012908334023521e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.623000452432854956e+02,4.677341240193090499e+00
5.397361661369671992e+01,7.766460406894305279e+00,2.074217423483825939e+01,4.269977954746405402e+00,6.561826810048326308e+01,7.419772698202271144e+00,4.519894178396202733e+01,1.894779655187617706e+01,1.748919802776617018e+02,8.302361742991370974e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.893817318995167511e+02,7.419772698202270256e+00
6.305758606973969194e+01,8.097824046704353407e+00,2.521726256242542163e+01,6.857327061281378811e+00,7.719675608785964016e+01,8.658005894370177202e+00,4.608905381042414717e+01,2.063963859142279844e+01,1.728869836504155160e+02,1.228765494141050496e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.778032439121403741e+02,8.658005894370177202e+00
5.633127137203673129e+01,5.579699419801576354e+00,2.276927805740193023e+01,3.934490236614103242e+00,6.955596111730126552e+01,7.287374185283406192e+00,4.771472135573035445e+01,1.661730591381111211e+01,1.718713908687136609e+02,6.896206709536651047e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.854440388826987487e+02,7.287374185283407080e+00
8.271478490975708553e+01,8.227551521674467239e+00,3.824399511466955914e+01,9.824386180277059566e+00,9.164350658162572927e+01,7.587491150273575791e+00,2.479236412226994446e+01,1.439039455639599474e+01,1.499508250871065513e+02,1.737822266311065178e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.633564934183742707e+02,7.587491150273575791e+00
6.245029983053056810e+01,7.613481632569168767e+00,2.549797940294616083e+01,4.204200162545263630e+00,7.939499413375048675e+01,5.304152437699523936e+00,5.449504654872795584e+01,1.975196953355500540e+01,1.735278433852490423e+02,7.922024355929182526e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.756050058662495132e+02,5.304152437699521272e+00
5.747008460236886407e+01,6.399251898928412174e+00,2.312426395939086277e+01,3.719858914874204281e+00,7.011401015228426559e+01,6.054621369288656574e+00,4.588088771029285340e+01,1.595030322791301813e+01,1.712288968326369343e+02,7.285213910808415072e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.848859898477157344e+02,6.054621369288658350e+00
5.880971274921301273e+01,8.002198271320235534e+00,2.447996458551941146e+01,5.415500125030214384e+00,7.298681794333683115e+01,6.643150611938542838e+00,4.944795613163095283e+01,2.171177008168063338e+01,1.701030473020304896e+02,1.109371640410449444e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.820131820566631689e+02,6.643150611938546390e+00
6.921575120114270874e+01,1.024171592153578025e+01,2.841497857421114048e+01,5.090635247964931054e+00,8.173737176990000819e+01,6.882935416568934706e+00,3.995874164849237076e+01,1.883699304589414680e+01,1.669160562825603904e+02,9.580408971369282156e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.732626282300999776e+02,6.882935416568933817e+00
5.363228519454747101e+01,8.009629323490397468e+00,2.152651846251978540e+01,5.306332194247676881e+00,7.040877412648538325e+01,8.333327794434568503e+00,6.013709942084020810e+01,2.339929863929541298e+01,1.777707856912172133e+02,9.554819668353381701e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.845912258735146168e+02,8.333327794434570279e+00
8.235870524457891406e+01,1.050071524532959799e+01,3.857999243570348114e+01,7.223240779769474429e+00,9.276736636409481207e+01,7.448715082289279366e+00,2.914372716152898590e+01,1.785789887820664390e+01,1.492054269463731657e+02,1.769976108857244057e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.622326336359051879e+02,7.448715082289277589e+00
6.582702204241901711e+01,6.999039818679185565e+00,2.591183032394324215e+01,5.677395412119990326e+00,7.759972632894071864e+01,7.066396502381964595e+00,3.859700295981998153e+01,1.370089862550481818e+01,1.706287764065962449e+02,1.091709308638598053e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.774002736710592956e+02,7.066396502381963707e+00
7.889597326762749674e+01,7.820749338460768030e+00,3.498626253079960691e+01,7.365502684276393097e+00,9.199554460458365668e+01,7.470632892887487664e+00,3.631502453972417044e+01,1.265475226780420037e+01,1.588931325623253201e+02,1.192461459844740723e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.630044553954163291e+02,7.470632892887489440e+00
6.547131419246264272e+01,5.192230660284818278e+00,2.526095160385537142e+01,3.337323495982638999e+00,7.223315824366362392e+01,5.519408361206630254e+00,2.355952173062726018e+01,1.305873079854012353e+01,1.660781322817519765e+02,6.018986269993650495e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.827668417563363903e+02,5.519408361206634694e+00
7.321546231019522111e+01,7.193123698484009232e+00,3.121746203904555372e+01,8.247067700878638163e+00,8.600254202819957072e+01,7.826425895056065229e+00,3.741972019860480003e+01,1.710389272099680014e+01,1.636488928156790053e+02,1.442886671692125589e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.689974579718004293e+02,7.826425895056066118e+00
7.450807815479831220e+01,6.838140965974782937e+00,3.122496491669965124e+01,5.353441216061884944e+00,8.585624842574934235e+01,4.644129983923454219e+00,3.378427917515254819e+01,1.563161814448144327e+01,1.626831503837223920e+02,1.178778313851296211e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.691437515742506434e+02,4.644129983923456884e+00
6.903825783353552481e+01,9.335161259954938728e+00,2.848995472970973708e+01,7.086061149604513609e+00,7.682779536645264784e+01,8.860582378299588058e+00,2.609907256842748779e+01,1.284594108090280251e+01,1.616928724611693724e+02,1.193760903940279228e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.781722046335473522e+02,8.860582378299591610e+00
6.245645187774155005e+01,7.553182855517307281e+00,2.427716919612488411e+01,5.735563979333104356e+00,7.671344796040439462e+01,6.820824312579300219e+00,4.737994466562371088e+01,1.757018716722069485e+01,1.751576342029934779e+02,1.148061489820463521e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.782865520395955912e+02,6.820824312579301107e+00
8.688092640765293595e+01,8.494444005872695769e+00,3.932990685575228440e+01,8.296275321320422336e+00,9.424141982042461052e+01,7.366577402787043205e+00,2.007149153951667486e+01,1.096314545954165709e+01,1.495886117605628840e+02,1.385199571024208787e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.607585801795754037e+02,7.366577402787044093e+00
6.825053666428149768e+01,1.035343653179942791e+01,2.758305074199670059e+01,7.281338492465802226e+00,8.197881342749587930e+01,8.476915095460228144e+00,4.336642598475108201e+01,1.712006533112657181e+01,1.704628932903457041e+02,1.324163402605122464e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.730211865725041207e+02,8.476915095460228144e+00
7.061640975250260510e+01,1.212608304553765315e+01,2.917490634403979755e+01,4.629222805726963763e+00,8.422115089356998396e+01,6.283012112880521194e+00,4.253877561772609539e+01,2.588435385461290750e+01,1.671149128223862874e+02,8.896917035244342742e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.707788491064300160e+02,6.283012112880523858e+00
5.822904732886451029e+01,4.853785893913676652e+00,2.424895388990453071e+01,3.273232780628935412e+00,6.790838919358114367e+01,6.909626469620929079e+00,3.529402842348825686e+01,1.747783950972710088e+01,1.639858103249604824e+02,6.513077946444832733e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.870916108064188563e+02,6.909626469620929079e+00
6.952958590968708563e+01,7.580039199344889234e+00,2.817635375679220644e+01,6.066992434287080016e+00,8.395030916245082153e+01,5.449872439814149594e+00,4.425468353546545330e+01,1.197927201629065053e+01,1.701519859437376567e+02,1.236820276538421481e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.710496908375491785e+02,5.449872439814148706e+00
8.347338796240542536e+01,7.946973578564490381e+00,3.756255726889546054e+01,5.545202202461851471e+00,9.503327486451816242e+01,5.267782042758019756e+00,3.128365702113152125e+01,1.366230126080932195e+01,1.546615527238594723e+02,9.646985687952474464e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.599667251354818518e+02,5.267782042758017091e+00
8.329912302328038720e+01,1.204679611612056789e+01,3.909611523967174662e+01,1.042710405862752232e+01,9.324558870144049649e+01,1.032683332015078292e+01,2.748199456510310412e+01,1.872295408563966745e+01,1.497218885293939366e+02,1.727767120364339348e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.617544112985595177e+02,1.032683332015078115e+01
7.495162609652216190e+01,8.687649280113655337e+00,3.250385016782782799e+01,6.433205831068090852e+00,8.451628917157927390e+01,6.508748049623732435e+00,2.915457609710173159e+01,1.576126657849381196e+01,1.577366114433393136e+02,1.188890308765538961e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.704837108284207261e+02,6.508748049623731546e+00
8.446139367941871967e+01,1.094373617725428716e+01,3.820835157139105576e+01,5.619139477302969254e+00,9.309270769500130882e+01,6.811977022186764152e+00,2.449059006738864497e+01,1.791781719578559873e+01,1.507240578956847514e+02,1.053193941997764860e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.619072923049986912e+02,6.811977022186762376e+00
9.911675717610550862e+01,6.441593414189424216e+00,5.186578743211791931e+01,7.725446915438326734e+00,1.075120248254460762e+02,7.334788231308550621e+00,1.969577775885413118e+01,8.687809294159711371e+00,1.326061608874931892e+02,1.042002412013900248e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.474879751745539238e+02,7.334788231308550621e+00
7.085097811189100980e+01,7.774197632782009038e+00,3.012655231133446776e+01,5.675711922154826006e+00,8.077027868920546894e+01,5.979455667442755917e+00,3.143749942791523111e+01,1.678057850074055679e+01,1.605670482800520915e+02,1.118997006883047973e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.742297213107945311e+02,5.979455667442752365e+00
7.253796392741625709e+01,1.063066915024122494e+01,3.208746779233594992e+01,7.628136961362603330e+00,8.291842552491640106e+01,7.891657191660902626e+00,3.230248844973826294e+01,2.243630939221923981e+01,1.575251587787651886e+02,1.397309711240024654e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.720815744750836132e+02,7.891657191660901738e+00
7.668207399876547470e+01,7.136202959896841946e+00,3.370106386841436574e+01,5.741581229379868923e+00,8.748770923350640771e+01,5.756395683644120354e+00,3.147891913130259312e+01,1.503574963441517909e+01,1.573663171543987573e+02,1.021877603886744268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.675122907664935781e+02,5.756395683644123018e+00
5.498850574712643891e+01,6.453313718786098718e+00,2.179974728947582818e+01,4.027799170073736335e+00,6.866430260047280854e+01,7.376573856539944352e+00,5.021514564443332773e+01,1.803288579953832027e+01,1.743934992246639126e+02,7.535905600937764071e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863356973995271915e+02,7.376573856539945240e+00
6.968758676351896497e+01,8.585848628895540458e+00,2.866182405165455904e+01,7.622304060518405144e+00,8.359331719128329041e+01,7.544408245575196403e+00,4.272628658052728667e+01,1.334745337628728379e+01,1.687697606693792807e+02,1.408976915904984750e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.714066828087167096e+02,7.544408245575195515e+00
7.006226113089211083e+01,8.067965244413803916e+00,2.816558324894652543e+01,6.342466863519512721e+00,7.823336491033221307e+01,7.402482544537759779e+00,2.675626932539154268e+01,1.316527573134034412e+01,1.641457692148500769e+02,1.129336748182846861e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.767666350896678011e+02,7.402482544537758002e+00
7.755583798419627328e+01,1.085711686207348592e+01,3.430930540973641740e+01,5.593781245833306492e+00,9.051422887771454384e+01,5.821925933586943991e+00,3.736052343406591092e+01,2.124934132470565018e+01,1.588120436089580210e+02,1.102963133819087815e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.644857711222854562e+02,5.821925933586943103e+00
5.585222248080055607e+01,6.489678909037304599e+00,2.145326196571251387e+01,4.655209877493959425e+00,6.690943293770847333e+01,7.131769310661046468e+00,4.187176456326228191e+01,1.452221808936165814e+01,1.738420430000587942e+02,8.452564725225066411e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.880905670622915125e+02,7.131769310661046468e+00
7.457107259335263905e+01,1.010860516819460386e+01,3.355810033346769927e+01,1.006499114534547701e+01,8.763978159698046966e+01,9.914506936962750316e+00,3.800490659468056265e+01,1.617707777787182977e+01,1.590874728435508985e+02,1.652759876457831822e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.673602184030195303e+02,9.914506936962750316e+00
6.178542603863456151e+01,9.340029039324880600e+00,2.259354326541413016e+01,8.861570768176838087e+00,6.891796771632706964e+01,9.898095753630839155e+00,2.615481622409313545e+01,1.487983484314087868e+01,1.735923200987500650e+02,1.686224253195846856e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.860820322836729304e+02,9.898095753630837379e+00
7.856961787036456712e+01,8.601052367982900293e+00,3.726253372654828411e+01,6.029229377176480220e+00,8.959057539060049180e+01,6.919773071438838130e+00,3.127476909998151555e+01,1.886839600986685639e+01,1.495322305146765984e+02,9.776717815439024406e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.654094246093995082e+02,6.919773071438839018e+00
7.591694647442227506e+01,8.106753365367664443e+00,3.147488313911383173e+01,6.714073664181380074e+00,8.397741786819408105e+01,6.308270424411183797e+00,2.447597436757621381e+01,1.852401449447813775e+01,1.602424442898379766e+02,1.275903394590565654e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.710225821318059047e+02,6.308270424411184685e+00
8.457498150887573729e+01,1.120183582279887347e+01,3.834683185404339412e+01,6.479972070910049453e+00,9.577169625246548890e+01,6.984332648635136032e+00,3.069851766608709198e+01,1.690606511811662571e+01,1.535287714917551511e+02,1.067110324739999250e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.592283037475345111e+02,6.984332648635134255e+00
7.320492797573919574e+01,1.068564212686822579e+01,3.145341167551175232e+01,7.251618059353486245e+00,8.457858225928734441e+01,7.665990040240208359e+00,3.472831604956014928e+01,2.092167143865785661e+01,1.612277191648404369e+02,1.271994331567502634e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.704214177407126556e+02,7.665990040240207470e+00
5.851397602427027067e+01,6.845852194830616355e+00,2.314573944802804206e+01,3.601005889448005259e+00,6.908556449000029431e+01,6.272329990213199480e+00,3.908671426087607159e+01,1.550453620400526944e+01,1.699284713565924392e+02,6.510768850814001141e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.859144355099996915e+02,6.272329990213200368e+00
6.936179812834224379e+01,1.224783148881871320e+01,2.718121657754010556e+01,7.266893106296170579e+00,7.877750668449198201e+01,7.952267909620024611e+00,3.160310364213115619e+01,2.845651612791423801e+01,1.682448131499255339e+02,1.393529391858187338e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.762224933155080180e+02,7.952267909620022834e+00
6.961029692876257968e+01,8.009256051042630276e+00,2.768147062571683392e+01,4.866522646580413891e+00,8.376905186695552175e+01,5.712887715636519204e+00,4.341971498674098484e+01,1.593420060300430308e+01,1.712618724034888089e+02,9.273157040502971071e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.712309481330444783e+02,5.712887715636518315e+00
6.178764761208067569e+01,6.807356952506051329e+00,2.378189988504545838e+01,6.554671523857730442e+00,7.106604660884104874e+01,6.782809615105199974e+00,3.307692992949135657e+01,1.645055301001577419e+01,1.708632789245521622e+02,1.387532779374140546e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.839339533911589513e+02,6.782809615105203527e+00
7.180289124123977729e+01,5.744174783045509436e+00,3.097871155030349399e+01,7.501479283266656140e+00,8.259232325601853120e+01,6.516565116671071856e+00,3.296105817306606411e+01,1.286990800354573494e+01,1.603952567489083094e+02,1.456689340283486089e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.724076767439814546e+02,6.516565116671070079e+00
5.950719365516336978e+01,6.092505820683539852e+00,2.419686690918624805e+01,3.641977432980865625e+00,7.010513551600956816e+01,6.697793959045512224e+00,3.810214250107005540e+01,1.622304533091953971e+01,1.672421301487774201e+02,6.623180139137638811e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.848948644839904318e+02,6.697793959045513112e+00
5.925630810092961553e+01,6.723932426670494955e+00,2.327000045793836236e+01,3.700776849863420814e+00,6.635027705270870513e+01,7.192980106140820062e+00,2.690797044947947825e+01,1.495934508659131978e+01,1.658754528910444890e+02,6.163052059660010684e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.886497229472912807e+02,7.192980106140817398e+00
7.515064639693559911e+01,1.023030764828604333e+01,3.239253650945654783e+01,5.838917060219486643e+00,8.890495570983959794e+01,6.332258868219589054e+00,4.017637752641249449e+01,1.872295309626437643e+01,1.625961960708282561e+02,1.190279420444876024e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.660950442901604163e+02,6.332258868219589942e+00
7.892581206136264882e+01,7.196928635480094982e+00,3.749468977082168664e+01,1.003301424398032715e+01,9.020129184522700427e+01,7.508406208157473394e+00,3.120548175366648280e+01,1.907258277365811594e+01,1.503862770512478733e+02,1.872113398337609524e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.647987081547729815e+02,7.508406208157475170e+00
8.465618611678961258e+01,9.208836284451328069e+00,3.812854412941072013e+01,6.412056204010111671e+00,9.564487601102123904e+01,5.683150956192012160e+00,2.987477484715366316e+01,1.340694661972287527e+01,1.539424453143625158e+02,1.139812548597301856e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.593551239889787610e+02,5.683150956192008607e+00
8.938492697610465143e+01,8.015581203265547572e+00,3.875632687948269961e+01,7.155808166916769686e+00,9.792132743691701080e+01,7.048702831649404921e+00,2.233552892185688776e+01,1.023721284368938278e+01,1.548243302023740853e+02,1.117497818560789291e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.570786725630829892e+02,7.048702831649403144e+00
6.900870249886038721e+01,1.044103518815186327e+01,2.928241680825494342e+01,8.840747340389384590e+00,8.404736645808296203e+01,1.024100786548697251e+01,4.591521817711667097e+01,1.480465223298540955e+01,1.677025433346216232e+02,1.389446954927042555e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.709526335419170380e+02,1.024100786548696895e+01
8.402794099644999903e+01,1.033448952302438784e+01,4.044286326355734928e+01,9.423640722105753653e+00,9.433602644142490590e+01,6.744185504711424528e+00,2.824532689417118547e+01,1.891190071774328274e+01,1.467649625468928889e+02,1.827610128516620236e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.606639735585750941e+02,6.744185504711423640e+00
6.628279037034864984e+01,9.629802485284454150e+00,2.931460575315954742e+01,1.227734173602132195e+01,8.116464827141307126e+01,1.216503876668942574e+01,4.618659635481494519e+01,1.386824356744393860e+01,1.661011678337177671e+02,2.176248263683201145e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.738353517285869145e+02,1.216503876668942929e+01
7.366028744042928622e+01,8.734288751806451145e+00,3.283717963150587593e+01,6.656370870020646535e+00,8.371755037712485148e+01,7.366786350527934957e+00,3.056808381413980769e+01,1.858820678754930711e+01,1.558811862708577110e+02,1.178498135413397918e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.712824496228751627e+02,7.366786350527934069e+00
