Mean_P, SD_P
2.194824218750000000e-01,5.618707132175948971e+01
1.968841552734375000e-01,5.040195920916732319e+01
1.977691650390625000e-01,5.062851998062605929e+01
3.247375488281250000e-01,8.313217824455547600e+01
1.851043701171875000e-01,4.738635721664800116e+01
1.934967041015625000e-01,4.953477832530815306e+01
1.880645751953125000e-01,4.814416393497539559e+01
1.868286132812500000e-01,4.782776009897268210e+01
1.999053955078125000e-01,5.117539080828498754e+01
2.131652832031250000e-01,5.456989615996805298e+01
1.852264404296875000e-01,4.741760697822844861e+01
1.899719238281250000e-01,4.863244145967085785e+01
1.533813476562500000e-01,3.926532542591255748e+01
2.159271240234375000e-01,5.527692201572706665e+01
1.783142089843750000e-01,4.564808922873199748e+01
2.128601074218750000e-01,5.449177175601674605e+01
2.082824707031250000e-01,5.331990569674760394e+01
2.197570800781250000e-01,5.625738328531564036e+01
2.034606933593750000e-01,5.208554011431738218e+01
2.142944335937500000e-01,5.485895645458774794e+01
1.960754394531250000e-01,5.019492953869646357e+01
2.302551269531250000e-01,5.894486278123964951e+01
2.232513427734375000e-01,5.715190771055778640e+01
2.064056396484375000e-01,5.283944061244719848e+01
2.294921875000000000e-01,5.874955177136142481e+01
1.920776367187500000e-01,4.917149984693467246e+01
2.030487060546875000e-01,5.198007216898313487e+01
2.010345458984375000e-01,5.146445110290473224e+01
2.065887451171875000e-01,5.288631525481800821e+01
2.482147216796875000e-01,6.354248395377236847e+01
1.947631835937500000e-01,4.985899460170592334e+01
2.488403320312500000e-01,6.370263898187247520e+01
1.912536621093750000e-01,4.896056395626624180e+01
2.932739257812500000e-01,7.507755219717867590e+01
2.399902343750000000e-01,6.143703126728540553e+01
2.125854492187500000e-01,5.442145979246058829e+01
1.977386474609375000e-01,5.062070754023093144e+01
2.168884277343750000e-01,5.552301388817360106e+01
1.873016357421875000e-01,4.794885292509714958e+01
1.952056884765625000e-01,4.997227498743525587e+01
2.084655761718750000e-01,5.336678033911833552e+01
2.197265625000000000e-01,5.624957084492051251e+01
1.895751953125000000e-01,4.853087973453416026e+01
2.202758789062500000e-01,5.639019477203280672e+01
1.880645751953125000e-01,4.814416393497539559e+01
2.024078369140625000e-01,5.181601092068543579e+01
2.063751220703125000e-01,5.283162817205204931e+01
1.958923339843750000e-01,5.014805489632563962e+01
2.117614746093750000e-01,5.421052390179215763e+01
2.037811279296875000e-01,5.216757073846618198e+01
1.866455078125000000e-01,4.778088545660188657e+01
1.879577636718750000e-01,4.811682039359241969e+01
2.089233398437500000e-01,5.348396694504524618e+01
2.157897949218750000e-01,5.524176603394901974e+01
2.223052978515625000e-01,5.690972205830880881e+01
1.874084472656250000e-01,4.797619646648009706e+01
2.305603027343750000e-01,5.902298718519087828e+01
1.811523437500000000e-01,4.637464618547891604e+01
2.126312255859375000e-01,5.443317845305326586e+01
2.338562011718750000e-01,5.986673074786470750e+01
2.098999023437500000e-01,5.373396503768933741e+01
1.861114501953125000e-01,4.764416774968721313e+01
2.263946533203125000e-01,5.795658907125595505e+01
2.223815917968750000e-01,5.692925315929666397e+01
2.415924072265625000e-01,6.184718438802962481e+01
2.255859375000000000e-01,5.774955940078505989e+01
2.014465332031250000e-01,5.156991904823896533e+01
2.298278808593750000e-01,5.883548861570784538e+01
1.934204101562500000e-01,4.951524722432029790e+01
1.971130371093750000e-01,5.046055251213078918e+01
1.612091064453125000e-01,4.126921638726284414e+01
2.069702148437500000e-01,5.298397075975706372e+01
2.133483886718750000e-01,5.461677080233879167e+01
2.013397216796875000e-01,5.154257550685598943e+01
1.990509033203125000e-01,5.095664247722140061e+01
2.019348144531250000e-01,5.169491809456101095e+01
1.848449707031250000e-01,4.731995147328941442e+01
1.830902099609375000e-01,4.687073615056956299e+01
2.113189697265625000e-01,5.409724351606279669e+01
1.927032470703125000e-01,4.933165487503477209e+01
2.178649902343750000e-01,5.577301198081769229e+01
2.073822021484375000e-01,5.308943870509128971e+01
1.964874267578125000e-01,5.030039748403063271e+01
1.895599365234375000e-01,4.852697351433660344e+01
2.109222412109375000e-01,5.399568179092612752e+01
2.013092041015625000e-01,5.153476306646087579e+01
2.267303466796875000e-01,5.804252591560236141e+01
1.809082031250000000e-01,4.631214666231789323e+01
2.127532958984375000e-01,5.446442821463381989e+01
2.295227050781250000e-01,5.875736421175655266e+01
1.918182373046875000e-01,4.910509410357612126e+01
2.118682861328125000e-01,5.423786744317509090e+01
2.092895507812500000e-01,5.357771622978678039e+01
1.967468261718750000e-01,5.036680322738924076e+01
2.138519287109375000e-01,5.474567606885840121e+01
2.203979492187500000e-01,5.642144453361331813e+01
1.992950439453125000e-01,5.101914200038240921e+01
2.242279052734375000e-01,5.740190580320187763e+01
1.953430175781250000e-01,5.000743096921335962e+01
2.380523681640625000e-01,6.094094130219480121e+01
2.138519287109375000e-01,5.474567606885840121e+01
1.744689941406250000e-01,4.466372173894593089e+01
2.124023437500000000e-01,5.437458515008982829e+01
2.228851318359375000e-01,5.705815842581625930e+01
2.091064453125000000e-01,5.353084158741599197e+01
1.807403564453125000e-01,4.626917824014466873e+01
2.131347656250000000e-01,5.456208371957289671e+01
1.874847412109375000e-01,4.799572756746793800e+01
1.912841796875000000e-01,4.896837639666131992e+01
1.590118408203125000e-01,4.070672067881366019e+01
2.312164306640625000e-01,5.919095465368616260e+01
2.426452636718750000e-01,6.211671358166152856e+01
2.047576904296875000e-01,5.241756883111027321e+01
2.240905761718750000e-01,5.736674982142379520e+01
2.013244628906250000e-01,5.153866928665843261e+01
1.852264404296875000e-01,4.741760697822844861e+01
1.891479492187500000e-01,4.842150556900239877e+01
2.010345458984375000e-01,5.146445110290473224e+01
2.054138183593750000e-01,5.258553629960556464e+01
2.187347412109375000e-01,5.599566653207885736e+01
2.107238769531250000e-01,5.394490092835782491e+01
2.023773193359375000e-01,5.180819848029034347e+01
2.026062011718750000e-01,5.186679178325378814e+01
1.882019042968750000e-01,4.817931991675347803e+01
2.209777832031250000e-01,5.656988090112078282e+01
2.126770019531250000e-01,5.444489711364600737e+01
2.088165283203125000e-01,5.345662340366231291e+01
2.293701171875000000e-01,5.871830200978088499e+01
1.951751708984375000e-01,4.996446254704018486e+01
1.993713378906250000e-01,5.103867310137025015e+01
2.077789306640625000e-01,5.319100043022797308e+01
2.191314697265625000e-01,5.609722825721552653e+01
1.776275634765625000e-01,4.547230931984161373e+01
1.685180664062500000e-01,4.314029586189597154e+01
2.112884521484375000e-01,5.408943107566765462e+01
2.171936035156250000e-01,5.560113829212487957e+01
2.092132568359375000e-01,5.355818512879898208e+01
2.269439697265625000e-01,5.809721299836825636e+01
2.196350097656250000e-01,5.622613352373510764e+01
2.082519531250000000e-01,5.331209325635244056e+01
1.871490478515625000e-01,4.790979072312151743e+01
2.331390380859375000e-01,5.968313839857918168e+01
2.298736572265625000e-01,5.884720727630053005e+01
1.578979492187500000e-01,4.042156660439147942e+01
1.956634521484375000e-01,5.008946159336219495e+01
2.336883544921875000e-01,5.982376232569151853e+01
2.306518554687500000e-01,5.904642450637627604e+01
2.230072021484375000e-01,5.708940818739674938e+01
2.123870849609375000e-01,5.437067892989229279e+01
2.278747558593750000e-01,5.833549243041966292e+01
2.399902343750000000e-01,6.143703126728540553e+01
1.959533691406250000e-01,5.016367977711593085e+01
2.201538085937500000e-01,5.635894501045229532e+01
2.068939208984375000e-01,5.296443965876927251e+01
1.917266845703125000e-01,4.908165678239068086e+01
2.139892578125000000e-01,5.478083205063644812e+01
2.216033935546875000e-01,5.673003592922086824e+01
1.911315917968750000e-01,4.892931419468575172e+01
2.334136962890625000e-01,5.975345036213535366e+01
1.739044189453125000e-01,4.451919159163603013e+01
2.043914794921875000e-01,5.232381954636878163e+01
1.953735351562500000e-01,5.001524340960848036e+01
2.265014648437500000e-01,5.798393261263888832e+01
2.199554443359375000e-01,5.630816414788398561e+01
1.820678710937500000e-01,4.660901939733273736e+01
1.976928710937500000e-01,5.060898887963819703e+01
2.112274169921875000e-01,5.407380619487742024e+01
2.609405517578125000e-01,6.680027159854066099e+01
1.902923583984375000e-01,4.871447208381972871e+01
2.149353027343750000e-01,5.502301770288541860e+01
1.889495849609375000e-01,4.837072470643411037e+01
1.894683837890625000e-01,4.850353619315124831e+01
1.858062744140625000e-01,4.756604334573588488e+01
1.992340087890625000e-01,5.100351711959216061e+01
1.921844482421875000e-01,4.919884338831760573e+01
1.967010498046875000e-01,5.035508456679657741e+01
2.059783935546875000e-01,5.273006644691540856e+01
2.285156250000000000e-01,5.849955367871733358e+01
1.850280761718750000e-01,4.736682611566014600e+01
2.222900390625000000e-01,5.690581583811122357e+01
2.115783691406250000e-01,5.416364925942139052e+01
1.825866699218750000e-01,4.674183088404991793e+01
2.226867675781250000e-01,5.700737756324791405e+01
2.176666259765625000e-01,5.572223111824935415e+01
2.183380126953125000e-01,5.589410480694221661e+01
2.097930908203125000e-01,5.370662149630640414e+01
2.052154541015625000e-01,5.253475543703724071e+01
1.842803955078125000e-01,4.717542132597953497e+01
2.058258056640625000e-01,5.269100424493979062e+01
1.898193359375000000e-01,4.859337925769518307e+01
1.990661621093750000e-01,5.096054869741897164e+01
2.084960937500000000e-01,5.337459277951346337e+01
1.491088867187500000e-01,3.817158377059465835e+01
2.031097412109375000e-01,5.199569704977339768e+01
1.902465820312500000e-01,4.870275342322700141e+01
1.975860595703125000e-01,5.058164533825522824e+01
1.936492919921875000e-01,4.957384052728377810e+01
2.174835205078125000e-01,5.567535647587862968e+01
2.127990722656250000e-01,5.447614687522646904e+01
1.977233886718750000e-01,5.061680132003333199e+01
1.863250732421875000e-01,4.769885483245305835e+01
1.402130126953125000e-01,3.589425739541488269e+01
2.173767089843750000e-01,5.564801293449564668e+01
2.033843994140625000e-01,5.206600901332952702e+01
1.861267089843750000e-01,4.764807396988472732e+01
2.099761962890625000e-01,5.375349613867716414e+01
2.122497558593750000e-01,5.433552294811420325e+01
1.821441650390625000e-01,4.662855049832059962e+01
2.212066650390625000e-01,5.662847420408424171e+01
2.121124267578125000e-01,5.430036696633609239e+01
1.960601806640625000e-01,5.019102331849887833e+01
1.140899658203125000e-01,2.920680841718547072e+01
1.971130371093750000e-01,5.046055251213078918e+01
2.026519775390625000e-01,5.187851044384651544e+01
1.043090820312500000e-01,2.670292127054697318e+01
2.138977050781250000e-01,5.475739472945109299e+01
2.158813476562500000e-01,5.526520335513439619e+01
1.536102294921875000e-01,3.932391872887604478e+01
2.079925537109375000e-01,5.324568751299385383e+01
2.265777587890625000e-01,5.800346371362671505e+01
2.065429687500000000e-01,5.287459659422528091e+01
2.001953125000000000e-01,5.124960899203868792e+01
2.030334472656250000e-01,5.197616594878555674e+01
2.016754150390625000e-01,5.162851235120242421e+01
2.070770263671875000e-01,5.301131430114001830e+01
2.202301025390625000e-01,5.637847611144015048e+01
1.896209716796875000e-01,4.854259839512689467e+01
2.142486572265625000e-01,5.484723779399507038e+01
1.750640869140625000e-01,4.481606432665092399e+01
1.667633056640625000e-01,4.269108053917614853e+01
2.263641357421875000e-01,5.794877663086079878e+01
1.842498779296875000e-01,4.716760888558435738e+01
2.240142822265625000e-01,5.734721872043598268e+01
1.815490722656250000e-01,4.647620791061554968e+01
1.873168945312500000e-01,4.795275914529472772e+01
1.962280273437500000e-01,5.023399174067206019e+01
1.957702636718750000e-01,5.011680513474514953e+01
1.986999511718750000e-01,5.086679941267742322e+01
1.818237304687500000e-01,4.654651987417171455e+01
2.170410156250000000e-01,5.556207609014926163e+01
1.892395019531250000e-01,4.844494289018782496e+01
1.774291992187500000e-01,4.542152845727330401e+01
2.252807617187500000e-01,5.767143499683377428e+01
2.116088867187500000e-01,5.417146169981649706e+01
2.013244628906250000e-01,5.153866928665843261e+01
2.033538818359375000e-01,5.205819657293443470e+01
2.334136962890625000e-01,5.975345036213535366e+01
2.011108398437500000e-01,5.148398220389251634e+01
1.668395996093750000e-01,4.271061164016396816e+01
1.974487304687500000e-01,5.054648935647717423e+01
2.443542480468750000e-01,6.255421024378871664e+01
1.221466064453125000e-01,3.126929268149922336e+01
2.033538818359375000e-01,5.205819657293443470e+01
1.955718994140625000e-01,5.006602427217679718e+01
2.000732421875000000e-01,5.121835923045814098e+01
2.052459716796875000e-01,5.254256787743235435e+01
1.918182373046875000e-01,4.910509410357612126e+01
1.935424804687500000e-01,4.954649698590080931e+01
1.930694580078125000e-01,4.942540415977634893e+01
1.653900146484375000e-01,4.233952072139536682e+01
1.734008789062500000e-01,4.439028632511642769e+01
2.299194335937500000e-01,5.885892593689320762e+01
1.663360595703125000e-01,4.258170637364434441e+01
2.235870361328125000e-01,5.723784455490418566e+01
2.055969238281250000e-01,5.263241094197631753e+01
2.245941162109375000e-01,5.749565508794340474e+01
1.945648193359375000e-01,4.980821373913761363e+01
1.991119384765625000e-01,5.097226735801162079e+01
1.529388427734375000e-01,3.915204504018322496e+01
3.379211425781250000e-01,8.650715249525066497e+01
2.253265380859375000e-01,5.768315365742645184e+01
1.973876953125000000e-01,5.053086447568689010e+01
2.032623291015625000e-01,5.203475925174905825e+01
2.066497802734375000e-01,5.290194013560823549e+01
2.077178955078125000e-01,5.317537554943771738e+01
1.686401367187500000e-01,4.317154562347648294e+01
2.088165283203125000e-01,5.345662340366231291e+01
2.204589843750000000e-01,5.643706941440358094e+01
2.269592285156250000e-01,5.810111921856579187e+01
1.510925292968750000e-01,3.867939239627797576e+01
2.287139892578125000e-01,5.855033454128564330e+01
2.113189697265625000e-01,5.409724351606279669e+01
2.197723388671875000e-01,5.626128950551320429e+01
2.018432617187500000e-01,5.167148077337558476e+01
2.260131835937500000e-01,5.785893356631684270e+01
1.552886962890625000e-01,3.975360295060805527e+01
1.866455078125000000e-01,4.778088545660188657e+01
1.864471435546875000e-01,4.773010459403357686e+01
1.875305175781250000e-01,4.800744622806062978e+01
1.849517822265625000e-01,4.734729501467233348e+01
2.092437744140625000e-01,5.356599756919407440e+01
1.619110107421875000e-01,4.144890251635082024e+01
2.212829589843750000e-01,5.664800530507201159e+01
2.158050537109375000e-01,5.524567225414658367e+01
2.172698974609375000e-01,5.562066939311274893e+01
1.961059570312500000e-01,5.020274197909154879e+01
2.169799804687500000e-01,5.554645120935899882e+01
2.177276611328125000e-01,5.573785599903963828e+01
1.578369140625000000e-01,4.040203563263257536e+01
2.035827636718750000e-01,5.211678987589787937e+01
2.198181152343750000e-01,5.627300816610587475e+01
1.820220947265625000e-01,4.659730073674005979e+01
1.987152099609375000e-01,5.087070563287502267e+01
2.297515869140625000e-01,5.881595751471999023e+01
2.357482910156250000e-01,6.035110205236261294e+01
1.943054199218750000e-01,4.974180799577901269e+01
2.175140380859375000e-01,5.568316891627372200e+01
1.795654296875000000e-01,4.596839928493222516e+01
2.025909423828125000e-01,5.186288556305625974e+01
1.707000732421875000e-01,4.369888535014763420e+01
2.028503417968750000e-01,5.192929130641484647e+01
1.952667236328125000e-01,4.998789986822553999e+01
2.541198730468750000e-01,6.505419117022961473e+01
1.864166259765625000e-01,4.772229215363843480e+01
2.041931152343750000e-01,5.227303868380041507e+01
2.093200683593750000e-01,5.358552867018192956e+01
2.166900634765625000e-01,5.547223302560526292e+01
1.660308837890625000e-01,4.250358196969305880e+01
2.313079833984375000e-01,5.921439197487155326e+01
1.670684814453125000e-01,4.276920494312739152e+01
2.344207763671875000e-01,6.001126089517457274e+01
2.079162597656250000e-01,5.322615641200601289e+01
1.891479492187500000e-01,4.842150556900239877e+01
1.971588134765625000e-01,5.047227117272343833e+01
1.941070556640625000e-01,4.969102713321069587e+01
1.943359375000000000e-01,4.974962043617414054e+01
1.743927001953125000e-01,4.464419063795807574e+01
2.339172363281250000e-01,5.988235562865496320e+01
2.532348632812500000e-01,6.482763039877093547e+01
2.051544189453125000e-01,5.251913055624695659e+01
1.984558105468750000e-01,5.080429988951643594e+01
2.599945068359375000e-01,6.655808594629171182e+01
1.947326660156250000e-01,4.985118216131078128e+01
2.119140625000000000e-01,5.424958610376778267e+01
2.118225097656250000e-01,5.422614878258237781e+01
2.383575439453125000e-01,6.101906570614605840e+01
1.856079101562500000e-01,4.751526248316756806e+01
1.656188964843750000e-01,4.239811402435885412e+01
2.099304199218750000e-01,5.374177747808447236e+01
1.722106933593750000e-01,4.408560114970646993e+01
1.969757080078125000e-01,5.042539653035271385e+01
2.285614013671875000e-01,5.851127233931002536e+01
1.966247558593750000e-01,5.033555346580874357e+01
2.056121826171875000e-01,5.263631716217391698e+01
1.905212402343750000e-01,4.877306538678313785e+01
2.367858886718750000e-01,6.061672502579698119e+01
1.906433105468750000e-01,4.880431514836370610e+01
2.096405029296875000e-01,5.366755929433072936e+01
1.972656250000000000e-01,5.049961471410641423e+01
1.921386718750000000e-01,4.918712472772493527e+01
1.805114746093750000e-01,4.621058493718124538e+01
2.035827636718750000e-01,5.211678987589787937e+01
1.858062744140625000e-01,4.756604334573588488e+01
2.288818359375000000e-01,5.859330296345883937e+01
1.879730224609375000e-01,4.812072661379001914e+01
1.859436035156250000e-01,4.760119932751396021e+01
2.021026611328125000e-01,5.173788651673417860e+01
2.045898437500000000e-01,5.237460040893709845e+01
1.670227050781250000e-01,4.275748628253471395e+01
1.580505371093750000e-01,4.046062880636715420e+01
1.753387451171875000e-01,4.488637629020705333e+01
1.505737304687500000e-01,3.854658090956079519e+01
1.834411621093750000e-01,4.696057921511351907e+01
1.861114501953125000e-01,4.764416774968721313e+01
1.581878662109375000e-01,4.049578478814520111e+01
2.058105468750000000e-01,5.268709802474221249e+01
1.676483154296875000e-01,4.291764131063484200e+01
1.840515136718750000e-01,4.711682802301605477e+01
2.622985839843750000e-01,6.714792519612389299e+01
1.617126464843750000e-01,4.139812165378248920e+01
2.292785644531250000e-01,5.869486468859555828e+01
1.860504150390625000e-01,4.762854286889696453e+01
2.125244140625000000e-01,5.440583491167031127e+01
2.301788330078125000e-01,5.892533168025181567e+01
1.979522705078125000e-01,5.067539462299680508e+01
2.101593017578125000e-01,5.380037078104790993e+01
2.024993896484375000e-01,5.183944824187083356e+01
2.083282470703125000e-01,5.333162435734023177e+01
2.051544189453125000e-01,5.251913055624695659e+01
2.135009765625000000e-01,5.465583300431440250e+01
2.263641357421875000e-01,5.794877663086079878e+01
2.245483398437500000e-01,5.748393642735070586e+01
1.998138427734375000e-01,5.115195348709959688e+01
2.465362548828125000e-01,6.311279973204035798e+01
2.025146484375000000e-01,5.184335446206836906e+01
4.118041992187500000e-01,1.054210706918552205e+02
1.918487548828125000e-01,4.911290654397125621e+01
2.041320800781250000e-01,5.225741380301018069e+01
2.074127197265625000e-01,5.309725114548643177e+01
2.010498046875000000e-01,5.146835732310223221e+01
1.804656982421875000e-01,4.619886627658851097e+01
2.190551757812500000e-01,5.607769715622769269e+01
1.954345703125000000e-01,5.003086829039870764e+01
1.829071044921875000e-01,4.682386150819878168e+01
2.306976318359375000e-01,5.905814316696898914e+01
1.992034912109375000e-01,5.099570467919703276e+01
1.826934814453125000e-01,4.676917442543285119e+01
2.141418457031250000e-01,5.481989425261214421e+01
1.739196777343750000e-01,4.452309781183362958e+01
1.781005859375000000e-01,4.559340214596608831e+01
1.687622070312500000e-01,4.320279538505699435e+01
1.818847656250000000e-01,4.656214475496198446e+01
1.990661621093750000e-01,5.096054869741897164e+01
2.252197265625000000e-01,5.765581011604349726e+01
2.125091552734375000e-01,5.440192869147278287e+01
2.266082763671875000e-01,5.801127615402184290e+01
1.975708007812500000e-01,5.057773911805768563e+01
2.249298095703125000e-01,5.758159193228978268e+01
1.798553466796875000e-01,4.604261746868598237e+01
2.158966064453125000e-01,5.526910957533196012e+01
2.021942138671875000e-01,5.176132383791956215e+01
1.682128906250000000e-01,4.306217145794470724e+01
1.959838867187500000e-01,5.017149221751103738e+01
1.840820312500000000e-01,4.712464046341118973e+01
2.117614746093750000e-01,5.421052390179215763e+01
1.971282958984375000e-01,5.046445873232836732e+01
2.241516113281250000e-01,5.738237470221405090e+01
1.855316162109375000e-01,4.749573138217975554e+01
1.749420166015625000e-01,4.478481456507038416e+01
1.931762695312500000e-01,4.945274770115927510e+01
2.489013671875000000e-01,6.371826386266270958e+01
2.297821044921875000e-01,5.882376995511515361e+01
2.010498046875000000e-01,5.146835732310223221e+01
2.140655517578125000e-01,5.480036315162427485e+01
2.324981689453125000e-01,5.951907715028151102e+01
1.744079589843750000e-01,4.464809685815567519e+01
2.052459716796875000e-01,5.254256787743235435e+01
1.980285644531250000e-01,5.069492572398464603e+01
2.071838378906250000e-01,5.303865784252297999e+01
2.222290039062500000e-01,5.689019095732098918e+01
2.328948974609375000e-01,5.962063887541820861e+01
2.060241699218750000e-01,5.274178510750810744e+01
2.061614990234375000e-01,5.277694108928615435e+01
1.761474609375000000e-01,4.509340596067794849e+01
2.239227294921875000e-01,5.732378139925060623e+01
2.269592285156250000e-01,5.810111921856579187e+01
1.773376464843750000e-01,4.539809113608790625e+01
2.233886718750000000e-01,5.718706369233585463e+01
1.581420898437500000e-01,4.048406612755250222e+01
2.131042480468750000e-01,5.455427127917779728e+01
2.155761718750000000e-01,5.518707895118312479e+01
2.210998535156250000e-01,5.660113066270124449e+01
1.977233886718750000e-01,5.061680132003333199e+01
1.640167236328125000e-01,4.198796090361462063e+01
2.326049804687500000e-01,5.954642069166445850e+01
1.840820312500000000e-01,4.712464046341118973e+01
1.688079833984375000e-01,4.321451404564968612e+01
2.212677001953125000e-01,5.664409908487449030e+01
1.940612792968750000e-01,4.967930847261802541e+01
1.847076416015625000e-01,4.728479549151133199e+01
1.943817138671875000e-01,4.976133909676683231e+01
2.022094726562500000e-01,5.176523005811711897e+01
2.058715820312500000e-01,5.270272290553246108e+01
1.984558105468750000e-01,5.080429988951643594e+01
1.753082275390625000e-01,4.487856384981192548e+01
2.320556640625000000e-01,5.940579676455213587e+01
2.060852050781250000e-01,5.275740998829836315e+01
2.216796875000000000e-01,5.674956703020869497e+01
2.111511230468750000e-01,5.405427509388961482e+01
2.079162597656250000e-01,5.322615641200601289e+01
2.006225585937500000e-01,5.135898315757047072e+01
1.981506347656250000e-01,5.072617548556510059e+01
1.840209960937500000e-01,4.710901558262091982e+01
2.054901123046875000e-01,5.260506740059339137e+01
2.246551513671875000e-01,5.751127996873366044e+01
1.970367431640625000e-01,5.044102141114296955e+01
1.547241210937500000e-01,3.960907280329818292e+01
2.197418212890625000e-01,5.625347706511807644e+01
2.196807861328125000e-01,5.623785218432782074e+01
2.007904052734375000e-01,5.140195157974368811e+01
2.115936279296875000e-01,5.416755547961891182e+01
1.761322021484375000e-01,4.508949974048037035e+01
2.308654785156250000e-01,5.910111158914215679e+01
2.022094726562500000e-01,5.176523005811711897e+01
1.966094970703125000e-01,5.033164724561113701e+01
2.013854980468750000e-01,5.155429416744870963e+01
2.008666992187500000e-01,5.142148268073149353e+01
2.491607666015625000e-01,6.378466960602134606e+01
2.213134765625000000e-01,5.665581774546713234e+01
1.957397460937500000e-01,5.010899269435001457e+01
1.775360107421875000e-01,4.544887199865623728e+01
2.194519042968750000e-01,5.617925888136439028e+01
2.148895263671875000e-01,5.501129904229274814e+01
1.989593505859375000e-01,5.093320515603598864e+01
2.118835449218750000e-01,5.424177366337265482e+01
1.667175292968750000e-01,4.267936187858343544e+01
1.745910644531250000e-01,4.469497150052642098e+01
2.203063964843750000e-01,5.639800721242792036e+01
2.305755615234375000e-01,5.902689340538843510e+01
1.935729980468750000e-01,4.955430942629597979e+01
2.117614746093750000e-01,5.421052390179215763e+01
1.820831298828125000e-01,4.661292561753034391e+01
1.910400390625000000e-01,4.890587687350029711e+01
1.984863281250000000e-01,5.081211232991152826e+01
1.949005126953125000e-01,4.989415058348403420e+01
2.066345214843750000e-01,5.289803391541064315e+01
1.858215332031250000e-01,4.756994956593350565e+01
2.169342041015625000e-01,5.553473254876633547e+01
2.052612304687500000e-01,5.254647409762990407e+01
2.105255126953125000e-01,5.389412006578948677e+01
2.220458984375000000e-01,5.684331631495020076e+01
2.660522460937500000e-01,6.810885536472457602e+01
2.265319824218750000e-01,5.799174505303402327e+01
1.831665039062500000e-01,4.689026725155733999e+01
2.567596435546875000e-01,6.572996726440820225e+01
1.960754394531250000e-01,5.019492953869646357e+01
2.273406982421875000e-01,5.819877472350489001e+01
1.772155761718750000e-01,4.536684137450741616e+01
2.208251953125000000e-01,5.653081869914508673e+01
1.659240722656250000e-01,4.247623842831013263e+01
2.169647216796875000e-01,5.554254498916144911e+01
2.424926757812500000e-01,6.207765137968588220e+01
1.900024414062500000e-01,4.864025390006597860e+01
1.984405517578125000e-01,5.080039366931881517e+01
2.291564941406250000e-01,5.866361492701503266e+01
1.894989013671875000e-01,4.851134863354637616e+01
2.146606445312500000e-01,5.495270573932928215e+01
1.948547363281250000e-01,4.988243192289131400e+01
2.359771728515625000e-01,6.040969535532608603e+01
1.988220214843750000e-01,5.089804917425791331e+01
2.311096191406250000e-01,5.916361111230321512e+01
1.692199707031250000e-01,4.331998199098391922e+01
2.137451171875000000e-01,5.471833252747542531e+01
2.114715576171875000e-01,5.413630571803845726e+01
2.178802490234375000e-01,5.577691820101524911e+01
1.792144775390625000e-01,4.587855622038832593e+01
2.076263427734375000e-01,5.315193822825232672e+01
2.227325439453125000e-01,5.701909622384059873e+01
1.766815185546875000e-01,4.523012366759266456e+01
