Mean_R, SD_R, Mean_G, SD_G, Mean_B, SD_B, Mean_C, SD_C, Mean_M, SD_M, Mean_Y, SD_Y, Mean_K, SD_K
6.533418293273108191e+01,8.273265860244189085e+00,2.752153573156960675e+01,5.817591777474826920e+00,7.445013711889014019e+01,7.105073374244885720e+00,3.142839455057228193e+01,1.598182189034157652e+01,1.614838513017522814e+02,1.168001388136951313e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.805498628811098456e+02,7.105073374244888385e+00
7.042624947660918622e+01,9.997999225753785524e+00,2.974024589851928013e+01,5.909727302060936438e+00,8.326972707548246433e+01,7.897295501245299221e+00,3.997002356500482989e+01,1.728871607459166526e+01,1.646522140336535358e+02,1.029946760249162452e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.717302729245175215e+02,7.897295501245299221e+00
6.261927357137980721e+01,8.995942050625979292e+00,2.617549668874172042e+01,7.744734326922110945e+00,7.612681777838464825e+01,8.735635190438223674e+00,4.506446013697469510e+01,1.990608838669116665e+01,1.685890411971664378e+02,1.384002889752088983e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.788731822216153375e+02,8.735635190438225450e+00
8.392030553225308154e+01,8.210316454422811105e+00,3.591156342443375138e+01,5.812028484857665767e+00,9.433471676453706323e+01,5.022478115790733000e+00,2.857916769547115621e+01,1.274100206019833159e+01,1.584016132589596282e+02,1.094913898327836144e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.606652832354629368e+02,5.022478115790728559e+00
5.887354951518041446e+01,8.197800169382260194e+00,2.294690828167222918e+01,4.882863598053478249e+00,7.261023684628834474e+01,6.638966064806217204e+00,4.872882480830936203e+01,1.563039536720787126e+01,1.750833167465254974e+02,9.536839064338757055e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.823897631537116411e+02,6.638966064806219869e+00
5.434359236319519937e+01,8.048303067581930037e+00,2.172409169273992546e+01,5.005691162473834943e+00,6.828848732520273757e+01,8.070370114174096443e+00,5.209041439710968291e+01,1.734720894891165344e+01,1.746979365340367281e+02,8.284641187716420774e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.867115126747972624e+02,8.070370114174096443e+00
7.285056515144101752e+01,7.331682336548574597e+00,3.070680628272251411e+01,4.610753619843644735e+00,8.385692616333120952e+01,6.146534956024410690e+00,3.342451746173464500e+01,1.591112422624465239e+01,1.620286878144890466e+02,7.773479750685744705e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.711430738366687763e+02,6.146534956024410690e+00
6.377419056856496127e+01,8.114381992904375451e+00,2.679894693085769575e+01,5.206004321309067429e+00,7.857886471756501123e+01,5.903759455625435137e+00,4.823507305878495544e+01,1.935070602682151630e+01,1.686617038308531562e+02,1.001239326238544258e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.764211352824349888e+02,5.903759455625432473e+00
5.844176758567379437e+01,8.409568504442432868e+00,2.407620458644679218e+01,5.229891798897743804e+00,7.122758309713991309e+01,7.699226081524828125e+00,4.593610078764304205e+01,1.759853220283642372e+01,1.695787226223880850e+02,8.947573678491650639e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.837724169028601011e+02,7.699226081524829013e+00
6.008725472217128072e+01,5.650916717446246018e+00,2.274230698697964570e+01,3.701633250038294687e+00,7.354637814047313782e+01,4.966521348546708126e+00,4.646280241455770721e+01,1.668577275294503082e+01,1.765509146307501567e+02,7.064104165316812178e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.814536218595268622e+02,4.966521348546711678e+00
6.339211483253588852e+01,5.688767327752254133e+00,2.492019138755980734e+01,3.201881020374423681e+00,7.713416267942584170e+01,4.477639329375024957e+00,4.518396478926403859e+01,1.765981994446061165e+01,1.728707745845177612e+02,5.836317562301372774e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.778658373205741725e+02,4.477639329375020516e+00
8.548791342490314094e+01,6.209874073905551128e+00,3.851019754746582180e+01,6.025663113191362719e+00,9.410540133832805054e+01,6.151605545371278794e+00,2.313462449787380848e+01,1.259041970877050431e+01,1.511813547647613802e+02,9.398652460018078969e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.608945986616719495e+02,6.151605545371275241e+00
5.761931485457739655e+01,9.958794852987985280e+00,2.311067733749755959e+01,4.577029483962289369e+00,7.413380831544017724e+01,6.631642282837061586e+00,5.763040272480976256e+01,2.263918461060810117e+01,1.761084040651522002e+02,8.669511613067854228e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.808661916845598228e+02,6.631642282837063362e+00
7.046045241809672177e+01,7.781347699865820644e+00,2.879812792511700437e+01,5.876913205061702783e+00,8.234925897035881803e+01,7.207838800119198197e+00,3.693321981390646158e+01,1.283143610994519790e+01,1.666109106873078645e+02,9.706460324501058778e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.726507410296411820e+02,7.207838800119195533e+00
6.226938031008496210e+01,7.191593350143567598e+00,2.566706667306677048e+01,4.699692603468853314e+00,7.568021888350213544e+01,6.852155055612305645e+00,4.485142348096650977e+01,1.941290072125367416e+01,1.690750602056189393e+02,7.819026549278964566e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.793197811164978646e+02,6.852155055612306533e+00
5.658918438841466525e+01,7.277942612520198473e+00,2.204855183302906241e+01,6.996866919663661477e+00,6.779617111560665421e+01,8.124551546629923848e+00,4.151563112125807464e+01,1.905481338332867125e+01,1.735338499561811716e+02,1.437864914812692341e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.872038288843933458e+02,8.124551546629923848e+00
6.136172051269742411e+01,9.578113793149309885e+00,2.438620325476453488e+01,5.332522157469843371e+00,7.434957515241707426e+01,7.718010266899267613e+00,4.503253938570680504e+01,2.003431250582217160e+01,1.721754671934049554e+02,9.541522925599705829e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.806504248475829399e+02,7.718010266899269389e+00
7.820617902236016050e+01,9.779339946413454498e+00,3.283469704450870807e+01,8.403270055645981174e+00,8.368438315581575182e+01,9.068159733073562379e+00,1.695886503136922840e+01,1.241946065784476971e+01,1.563947888444130854e+02,1.459364337955713964e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.713156168441842340e+02,9.068159733073558826e+00
5.824898309393670104e+01,9.095953716547239054e+00,2.278883310029236142e+01,6.043515655481936477e+00,7.489223973560442005e+01,7.810855058693411124e+00,5.698768366976554489e+01,1.805149452244726405e+01,1.783193728881462619e+02,1.086325832834103089e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.801077602643955800e+02,7.810855058693413788e+00
5.934987814301848630e+01,4.433305835725002808e+00,2.338090709148189816e+01,2.980520356664578152e+00,6.849022172026391786e+01,6.098900271813725738e+00,3.323552167581564021e+01,1.579258080668669706e+01,1.680392949246779324e+02,5.891161923954146395e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.865097782797360821e+02,6.098900271813725738e+00
6.090323239544503053e+01,8.159817956664818794e+00,2.626752795792268813e+01,6.034621643368895505e+00,7.634381861818924619e+01,7.047841232540775103e+00,5.165642130092311390e+01,1.927659967246961514e+01,1.681825300773715242e+02,1.132047921943793867e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.786561813818107680e+02,7.047841232540775991e+00
5.529822629260375777e+01,7.036268805236564283e+00,2.331242754463250577e+01,5.274507324636692474e+00,7.297727799675399751e+01,6.803155819779783897e+00,6.129682698401247620e+01,2.138910800222983255e+01,1.743282712562871382e+02,9.860689816183271006e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.820227220032460025e+02,6.803155819779787450e+00
6.444329434959895764e+01,8.105007972369525859e+00,2.583532732894206063e+01,6.182399627099708361e+00,7.443106152260608610e+01,7.443675640256601334e+00,3.422789134279011591e+01,1.698662479627596866e+01,1.674709507365362526e+02,1.148147517855268163e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.805689384773939139e+02,7.443675640256603998e+00
7.187537036166109772e+01,6.849198773745737157e+00,2.782048629073978319e+01,5.593034027878829306e+00,8.058646475097587825e+01,5.987935575563637869e+00,2.770864595899206151e+01,1.063879914488249590e+01,1.676669304536525260e+02,1.071462886527543823e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.744135352490241360e+02,5.987935575563634316e+00
5.409480475708989644e+01,7.585296911306003587e+00,2.155481727574751005e+01,3.917045351264588415e+00,7.227959940295633601e+01,5.536346473739683915e+00,6.447042441305703164e+01,1.945068644699554739e+01,1.793995750327062524e+02,8.278305060411023319e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.827204005970436640e+02,5.536346473739687468e+00
5.773977823977823931e+01,9.383458118013246363e+00,2.397441672441672367e+01,7.615544349761261600e+00,7.213779163779163639e+01,9.058736586536214830e+00,5.054792862339125037e+01,2.414576815569835588e+01,1.718627760396759641e+02,1.419027990347903945e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.828622083622083494e+02,9.058736586536214830e+00
4.747665800975486405e+01,7.487774916354346111e+00,2.052156837904605169e+01,6.391600942855803602e+00,6.409102426046747780e+01,8.435598428227848444e+00,6.567725887070143642e+01,2.087686019264731740e+01,1.747365693657998236e+02,1.321296300352039133e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.909089757395325364e+02,8.435598428227846668e+00
4.453352024922118346e+01,9.716269126505633125e+00,1.932785046728972134e+01,6.959611345726065323e+00,5.898984423676012767e+01,8.684405562601151374e+00,6.356903470154651359e+01,1.810788085381665979e+01,1.732661121236254758e+02,1.460280294150710745e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.960101557632398794e+02,8.684405562601153150e+00
5.734210670915984309e+01,8.138580890309700777e+00,2.379356008571899395e+01,4.938455255109910347e+00,7.498390021429749197e+01,6.575451847298560359e+00,5.960747498700529690e+01,2.480254342349888219e+01,1.747686042896216065e+02,9.109959535200442104e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800160997857025222e+02,6.575451847298563024e+00
5.806744745994470946e+01,8.677184997565907665e+00,2.365586635355667156e+01,6.462392813468726516e+00,7.244805445735858029e+01,8.040013697375320234e+00,5.053663394591807645e+01,2.046215299277053035e+01,1.728200735566987873e+02,1.230909407099220587e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.825519455426414197e+02,8.040013697375322010e+00
6.467798925416629174e+01,7.238589241713324185e+00,2.545747199708587516e+01,4.209027005690995971e+00,7.855523176395593055e+01,5.380747230209790288e+00,4.525184718280159757e+01,1.651952316339539806e+01,1.728207239083702405e+02,7.922472806851787119e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.764447682360440695e+02,5.380747230209787624e+00
5.876546097672295588e+01,6.933384245586580619e+00,2.418319260611592725e+01,4.754701536759224467e+00,7.394796896394340990e+01,6.223650745316268384e+00,5.211550373907209632e+01,1.954281629777404916e+01,1.722026555685982316e+02,9.091039759586735158e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.810520310360566043e+02,6.223650745316271937e+00
5.435843930007607838e+01,7.389168537215673460e+00,2.087354635365721123e+01,4.433858267862602176e+00,6.789550048907727842e+01,6.763539386130704933e+00,5.077452098446845952e+01,1.930031921816330964e+01,1.772703908446818843e+02,8.394586890703216397e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.871044995109227216e+02,6.763539386130704045e+00
6.422127828503374758e+01,8.884766372934249645e+00,2.602569802831811430e+01,4.966288489743478252e+00,7.552343522561862699e+01,7.007373379196525143e+00,3.868627181144087501e+01,1.737334807440286966e+01,1.676633836316173358e+02,9.473854077342075186e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.794765647743813588e+02,7.007373379196525143e+00
5.860647617061216152e+01,9.032562602933367657e+00,2.417290645531338100e+01,5.095370774185634666e+00,7.349061424548962407e+01,7.484181568435246845e+00,5.191882079378999748e+01,2.174843300725626349e+01,1.718192387245950385e+02,9.655816159391825693e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.815093857545103901e+02,7.484181568435248622e+00
5.986525843457647511e+01,8.077651223643488976e+00,2.536917410997756406e+01,6.286353639199838028e+00,6.905740168479871954e+01,9.753930026811248766e+00,3.308331340534605403e+01,1.704525316339286078e+01,1.622396401109121484e+02,1.006720963251305889e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.859425983152012805e+02,9.753930026811248766e+00
6.163487551460497826e+01,8.159655361694717612e+00,2.507743579690256652e+01,5.703033047084224094e+00,7.237125073514997098e+01,7.491257322464638158e+00,3.768726844489899008e+01,1.955045692000389579e+01,1.675413338188302532e+02,1.043851362643480307e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.826287492648500290e+02,7.491257322464641710e+00
6.147189426392226608e+01,6.333256992991391776e+00,2.386354612893114790e+01,3.907733147990892331e+00,7.061796050569428473e+01,8.286540974345946609e+00,3.218771164207497293e+01,1.576236624585005153e+01,1.691097100608345727e+02,5.750693407308936855e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.843820394943057011e+02,8.286540974345948385e+00
7.110959571358986864e+01,7.860583192541082731e+00,3.006673161227471880e+01,8.391244531515305027e+00,7.946687773989283698e+01,1.077882857678567419e+01,2.553586721926312109e+01,1.733949444954874863e+01,1.599844779116110658e+02,1.177228345256092723e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.755331222601071488e+02,1.077882857678567419e+01
6.867398656928581602e+01,1.427715652381747979e+01,2.864158619675506046e+01,7.418611473835860615e+00,8.053002303808636952e+01,9.942010826784322575e+00,3.942104993895600273e+01,2.763918320165547016e+01,1.657144735030273637e+02,1.252216479112954772e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.744699769619136305e+02,9.942010826784322575e+00
7.312441238450315950e+01,7.314618886595152247e+00,3.221984924623115631e+01,4.515433081668533077e+00,8.575299886529421656e+01,5.489219042485356859e+00,3.746283822797822438e+01,1.809985755944754260e+01,1.595696558183525156e+02,7.690464807879071607e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.692470011347057834e+02,5.489219042485358635e+00
7.923760227082985352e+01,5.873135489865622283e+00,3.528377024544999330e+01,7.292487190384119522e+00,8.759893137418600872e+01,7.367209633645128264e+00,2.380922859954483783e+01,1.279067505262332816e+01,1.532027537603524081e+02,1.244756308388399546e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.674010686258139913e+02,7.367209633645130040e+00
5.410356385862867512e+01,7.103788768904967021e+00,2.098245181643417112e+01,4.201578669236099017e+00,6.946581554690195048e+01,6.006642792115129303e+00,5.653402053040831277e+01,1.791232321325358257e+01,1.785482597900717110e+02,8.550915637223763355e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.855341844530980495e+02,6.006642792115131080e+00
4.184343358017228098e+01,6.676700391875779239e+00,2.017251020099742931e+01,5.480185082039484179e+00,6.232076469699259746e+01,7.723122351097882365e+00,8.338862744204030264e+01,1.949370184929128769e+01,1.734682832716471523e+02,1.085240962423481292e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.926792353030074025e+02,7.723122351097881477e+00
7.577305443094917337e+01,5.762272239204833113e+00,3.379779577147998282e+01,4.593146001719140337e+00,8.418286099865046879e+01,6.037153188821947403e+00,2.529475949225674114e+01,1.083949561830564789e+01,1.529868914526566641e+02,7.079848374370141251e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.708171390013495170e+02,6.037153188821946515e+00
6.557527178194422390e+01,9.937767509996598747e+00,2.541220261540885517e+01,8.070586509995422375e+00,7.741192689459586518e+01,8.378089104899887118e+00,3.959093221403937690e+01,1.580694436889204901e+01,1.728049110191480793e+02,1.515834531696375187e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.775880731054041348e+02,8.378089104899888895e+00
5.652946776045020272e+01,8.588279975354579321e+00,2.379709942044404514e+01,8.200985840566564988e+00,6.966010583195676986e+01,9.957942305901415381e+00,4.724574392988879623e+01,2.144391016141844375e+01,1.694091283103838919e+02,1.453870460352668204e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.853398941680432301e+02,9.957942305901415381e+00
6.875057054638206466e+01,6.927158356719639976e+00,2.748358168881729213e+01,4.191935600147939311e+00,7.788712578869646563e+01,5.656905217184660550e+00,2.984509727478867802e+01,1.677539008160345801e+01,1.654315960754587422e+02,7.579006817466217960e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.771128742113035344e+02,5.656905217184660550e+00
5.973169282566718152e+01,6.771732936006269910e+00,2.280917958112591037e+01,4.703195344419834001e+00,7.384245184928454364e+01,7.127158595903227756e+00,4.816153622253131061e+01,1.973873279961524574e+01,1.768088181911982701e+02,8.428864706911442184e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.811575481507154564e+02,7.127158595903232197e+00
6.862445035032617113e+01,8.720616568109685218e+00,2.747248127567045017e+01,4.798032928696002841e+00,8.223382459531288191e+01,6.506136723558251234e+00,4.267340066159700029e+01,1.596342598330065243e+01,1.703550411636732633e+02,8.314023712722596215e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.727661754046871181e+02,6.506136723558249457e+00
5.824422965954991582e+01,9.430092646142304247e+00,2.482511059819195864e+01,6.711754606390515576e+00,7.371513752644739270e+01,7.745881254838234753e+00,5.395393567905913557e+01,2.152923261818090950e+01,1.702691230395479920e+02,1.356434408661967517e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.812848624735526073e+02,7.745881254838235641e+00
6.892281959378733802e+01,6.228559318949753454e+00,2.866843488649940141e+01,6.965494752291975900e+00,8.003388291517323694e+01,6.703022649596999116e+00,3.511814394817450591e+01,1.369255018590980377e+01,1.646136568359749788e+02,1.356415016567859411e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.749661170848267489e+02,6.703022649596995564e+00
5.616665622847121853e+01,8.254096791642885123e+00,2.369844053360055014e+01,5.752994820633055895e+00,7.230857393373833020e+01,6.827870780248773031e+00,5.743335981121774836e+01,1.572011844877694386e+01,1.723375653329890440e+02,1.094848905409260276e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.826914260662616698e+02,6.827870780248777471e+00
5.792581447075755818e+01,8.213511126907109272e+00,2.441057176501373860e+01,7.935258766648384920e+00,7.284225216974137140e+01,8.045024706361656897e+00,5.204716906021624112e+01,2.022633910184717720e+01,1.711418515921233450e+02,1.605021159659964880e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.821577478302586144e+02,8.045024706361660449e+00
5.909665514615429771e+01,7.323189807537993978e+00,2.399917989572960053e+01,4.801855545358709954e+00,7.297205787592993431e+01,6.967920129929422224e+00,4.838385863063756887e+01,1.736384653005854517e+01,1.718024026764351220e+02,8.270536229331289846e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.820279421240700515e+02,6.967920129929424888e+00
5.613247516090733313e+01,7.755823192441837044e+00,2.433075048428419507e+01,5.499997657749376323e+00,7.216403174404798904e+01,7.814214735084133778e+00,5.641412080070745816e+01,1.930840971297121200e+01,1.698680004820681120e+02,9.458324349636731299e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.828359682559519968e+02,7.814214735084136443e+00
6.152037761915726577e+01,6.242526207529563997e+00,2.372933456136311392e+01,4.145823205618025753e+00,7.317355514621229418e+01,6.647776974893981894e+00,4.008184686968328236e+01,1.827393977110468271e+01,1.727387547045814529e+02,7.268507220699517823e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.818264448537877058e+02,6.647776974893986335e+00
4.792316535734815375e+01,6.847635897649992920e+00,1.968965957718592463e+01,4.724180411171194471e+00,6.263722296736283823e+01,8.245659096900739726e+00,5.933501798623841950e+01,1.794638406746211245e+01,1.755346348241633905e+02,8.789778262807715237e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.923627770326371547e+02,8.245659096900739726e+00
6.693753286360289678e+01,6.783096645106387435e+00,2.616394994216005898e+01,4.918265612254175245e+00,7.920186139446839491e+01,6.150896599534039666e+00,3.932906005529502380e+01,1.636821132291472836e+01,1.713355704494759664e+02,8.864898914090709070e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.757981386055315909e+02,6.150896599534036113e+00
6.238622950819672042e+01,7.621377961222162156e+00,2.534521609538002807e+01,4.665118387916107778e+00,7.609037257824142841e+01,7.230878459005189995e+00,4.573090691705751709e+01,1.829802207155538341e+01,1.706053080992658124e+02,7.531377630145243529e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.789096274217585574e+02,7.230878459005191772e+00
6.813727121464226855e+01,9.801663197020657137e+00,2.701313782584581347e+01,5.720889624072554192e+00,8.098627287853577172e+01,7.412819622843378475e+00,4.119527855961033680e+01,1.612103088451328148e+01,1.707550135490531034e+02,1.019985121942129247e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.740137271214642283e+02,7.412819622843377587e+00
6.103188431048000950e+01,6.599142583845035048e+00,2.040883352208380686e+01,5.326751225668778567e+00,6.751751023608328239e+01,6.007184408815970045e+00,2.463163911816712570e+01,1.208707550188935009e+01,1.788223434423138940e+02,1.171530197530376860e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.874824897639167034e+02,6.007184408815968268e+00
7.351790755828022839e+01,6.342031694792389374e+00,3.127716382995886235e+01,5.294578501948046245e+00,8.416197467129144627e+01,6.393711587426858856e+00,3.195644260441694584e+01,1.486716201039340213e+01,1.607883289273449634e+02,8.691869321642775148e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.708380253287085679e+02,6.393711587426858856e+00
5.921440088963024806e+01,8.610708561302867992e+00,2.435112593828189986e+01,5.670037622839200431e+00,7.525448985265498436e+01,7.905657929447532872e+00,5.455615833163169981e+01,1.795576047107469009e+01,1.733516128595498742e+02,9.783366813843258569e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.797455101473450156e+02,7.905657929447534649e+00
