Mean_P, SD_P
2.089080810546875000e-01,5.348006072484768225e+01
1.924438476562500000e-01,4.926524913167620667e+01
1.639556884765625000e-01,4.197233602282437914e+01
1.929168701171875000e-01,4.938634195780073100e+01
1.920776367187500000e-01,4.917149984693467246e+01
1.944427490234375000e-01,4.977696397755705959e+01
2.035675048828125000e-01,5.211288365570035097e+01
1.958465576171875000e-01,5.013633623573300468e+01
1.954193115234375000e-01,5.002696207020115082e+01
1.854858398437500000e-01,4.748401272158705666e+01
1.711578369140625000e-01,4.381607195607455907e+01
1.703338623046875000e-01,4.360513606540607157e+01
2.031707763671875000e-01,5.201132193056365338e+01
1.803436279296875000e-01,4.616761651500799246e+01
2.028656005859375000e-01,5.193319752661235356e+01
2.119598388671875000e-01,5.426130476436047445e+01
1.826477050781250000e-01,4.675745576484017363e+01
1.946411132812500000e-01,4.982774484012541194e+01
2.104949951171875000e-01,5.388630762539436603e+01
2.098999023437500000e-01,5.373396503768933741e+01
1.374053955078125000e-01,3.517551287906315594e+01
1.680755615234375000e-01,4.302701547616663902e+01
2.013702392578125000e-01,5.155038794725108886e+01
1.842498779296875000e-01,4.716760888558435738e+01
2.133636474609375000e-01,5.462067702253638402e+01
1.967315673828125000e-01,5.036289700719171236e+01
1.849975585937500000e-01,4.735901367526501105e+01
1.826782226562500000e-01,4.676526820523529437e+01
2.389678955078125000e-01,6.117531451404863674e+01
1.964721679687500000e-01,5.029649126383308300e+01
1.698455810546875000e-01,4.348013701908402595e+01
2.245025634765625000e-01,5.747221776675799276e+01
1.921691894531250000e-01,4.919493716812009865e+01
1.845092773437500000e-01,4.723401462894296543e+01
2.178802490234375000e-01,5.577691820101524911e+01
2.031250000000000000e-01,5.199960326997096161e+01
1.883697509765625000e-01,4.822228833892661726e+01
2.007446289062500000e-01,5.139023291915098213e+01
1.958923339843750000e-01,5.014805489632563962e+01
2.108764648437500000e-01,5.398396313033342864e+01
1.909637451171875000e-01,4.888634577251254854e+01
1.747436523437500000e-01,4.473403370250205313e+01
1.903381347656250000e-01,4.872619074441237075e+01
1.895904541015625000e-01,4.853478595473178814e+01
1.784210205078125000e-01,4.567543277011498759e+01
2.199249267578125000e-01,5.630035170748882223e+01
1.861267089843750000e-01,4.764807396988472732e+01
1.733703613281250000e-01,4.438247388472130694e+01
1.807708740234375000e-01,4.627699068053978237e+01
1.469421386718750000e-01,3.761690050254058804e+01
1.732788085937500000e-01,4.435903656353591629e+01
2.019348144531250000e-01,5.169491809456101095e+01
1.990814208984375000e-01,5.096445491761654978e+01
1.820068359375000000e-01,4.659339451654245323e+01
2.518005371093750000e-01,6.446044570019984121e+01
1.853790283203125000e-01,4.745666918020412339e+01
2.157135009765625000e-01,5.522223493296117169e+01
2.025909423828125000e-01,5.186288556305625974e+01
2.308502197265625000e-01,5.909720536894462128e+01
1.915740966796875000e-01,4.904259458041507713e+01
2.660064697265625000e-01,6.809713670413185582e+01
2.060394287109375000e-01,5.274569132770567137e+01
1.972045898437500000e-01,5.048398983331615142e+01
1.211853027343750000e-01,3.102320080905268540e+01
1.735534667968750000e-01,4.442934852709207405e+01
2.344512939453125000e-01,6.001907333556969348e+01
2.108459472656250000e-01,5.397615068993828658e+01
1.830291748046875000e-01,4.685511126977930019e+01
2.403717041015625000e-01,6.153468677222452499e+01
2.185821533203125000e-01,5.595660433010322521e+01
2.003936767578125000e-01,5.130038985460699763e+01
2.029113769531250000e-01,5.194491618720510218e+01
1.646118164062500000e-01,4.214030349131960662e+01
2.035980224609375000e-01,5.212069609609547882e+01
2.119140625000000000e-01,5.424958610376778267e+01
1.739807128906250000e-01,4.453872269262388528e+01
2.245941162109375000e-01,5.749565508794340474e+01
1.670684814453125000e-01,4.276920494312739152e+01
2.048187255859375000e-01,5.243319371190053602e+01
2.353515625000000000e-01,6.024954032722597219e+01
1.898651123046875000e-01,4.860509791828793880e+01
2.005004882812500000e-01,5.132773339598995932e+01
2.069854736328125000e-01,5.298787697995463475e+01
1.971435546875000000e-01,5.046836495252586730e+01
1.756286621093750000e-01,4.496059447396078923e+01
1.520843505859375000e-01,3.893329670911965934e+01
1.833801269531250000e-01,4.694495433432327758e+01
2.125091552734375000e-01,5.440192869147278287e+01
1.916809082031250000e-01,4.906993812179805303e+01
1.711578369140625000e-01,4.381607195607455907e+01
2.027282714843750000e-01,5.189804154483427823e+01
1.863555908203125000e-01,4.770666727284821462e+01
1.767730712890625000e-01,4.525356098877806232e+01
1.794738769531250000e-01,4.594496196374691266e+01
2.026672363281250000e-01,5.188241666404404384e+01
1.844329833984375000e-01,4.721448352795518133e+01
1.855621337890625000e-01,4.750354382257488339e+01
1.785125732421875000e-01,4.569887009130032851e+01
2.067108154296875000e-01,5.291756501639845567e+01
1.675262451171875000e-01,4.288639154905432349e+01
1.830902099609375000e-01,4.687073615056956299e+01
1.911163330078125000e-01,4.892540797448816647e+01
1.598510742187500000e-01,4.092156278967966188e+01
2.067565917968750000e-01,5.292928367699121139e+01
1.923980712890625000e-01,4.925353047108352200e+01
1.924743652343750000e-01,4.927306157207132031e+01
1.751098632812500000e-01,4.482778298724358734e+01
1.970520019531250000e-01,5.044492763134055480e+01
1.465759277343750000e-01,3.752315121779908225e+01
1.878662109375000000e-01,4.809338307240700061e+01
1.754302978515625000e-01,4.490981361139242978e+01
1.961517333984375000e-01,5.021446063968427609e+01
1.871795654296875000e-01,4.791760316351663107e+01
1.846160888671875000e-01,4.726135817032592001e+01
1.649475097656250000e-01,4.222624033566604140e+01
1.806182861328125000e-01,4.623792847856417154e+01
1.876068115234375000e-01,4.802697732904842098e+01
1.609344482421875000e-01,4.119890442370672901e+01
1.896820068359375000e-01,4.855822327591715748e+01
2.070007324218750000e-01,5.299178320015219867e+01
1.776275634765625000e-01,4.547230931984161373e+01
1.927490234375000000e-01,4.934337353562745676e+01
1.756439208984375000e-01,4.496450069415832473e+01
2.266235351562500000e-01,5.801518237421939972e+01
2.038116455078125000e-01,5.217538317886135246e+01
2.409973144531250000e-01,6.169484180032465304e+01
1.461486816406250000e-01,3.741377705226729233e+01
1.981964111328125000e-01,5.073789414615781368e+01
1.885986328125000000e-01,4.828088164189006903e+01
1.766510009765625000e-01,4.522231122719756513e+01
1.785430908203125000e-01,4.570668253169548478e+01
2.078704833984375000e-01,5.321443775141336374e+01
1.408996582031250000e-01,3.607003730430527355e+01
1.806030273437500000e-01,4.623402225836660051e+01
1.841735839843750000e-01,4.714807778459654486e+01
2.007293701171875000e-01,5.138632669895346083e+01
1.993865966796875000e-01,5.104257932156780697e+01
1.879577636718750000e-01,4.811682039359241969e+01
1.636047363281250000e-01,4.188249295828039465e+01
1.727905273437500000e-01,4.423403751721387067e+01
1.609497070312500000e-01,4.120281064390426451e+01
1.511077880859375000e-01,3.868329861647556811e+01
1.882629394531250000e-01,4.819494479754373373e+01
2.187042236328125000e-01,5.598785409168372951e+01
1.873931884765625000e-01,4.797229024628252603e+01
1.763305664062500000e-01,4.514028060304870138e+01
1.888885498046875000e-01,4.835509982564384757e+01
1.958465576171875000e-01,5.013633623573300468e+01
1.979827880859375000e-01,5.068320706339189741e+01
1.528625488281250000e-01,3.913251393919539112e+01
2.132415771484375000e-01,5.458942726095583708e+01
1.597442626953125000e-01,4.089421924829670729e+01
1.592559814453125000e-01,4.076922020197466168e+01
1.882019042968750000e-01,4.817931991675347803e+01
1.773529052734375000e-01,4.540199735628549860e+01
1.801757812500000000e-01,4.612464809283482481e+01
1.871185302734375000e-01,4.790197828272641090e+01
1.748962402343750000e-01,4.477309590447772081e+01
1.865844726562500000e-01,4.776526057581165929e+01
1.786804199218750000e-01,4.574183851347355301e+01
1.971435546875000000e-01,5.046836495252586730e+01
2.273254394531250000e-01,5.819486850330737582e+01
1.795654296875000000e-01,4.596839928493222516e+01
1.715850830078125000e-01,4.392154001550611042e+01
2.044219970703125000e-01,5.233163198676386685e+01
2.144470214843750000e-01,5.489801865656337299e+01
1.853637695312500000e-01,4.745276296000654526e+01
1.896057128906250000e-01,4.853869217492933785e+01
1.843719482421875000e-01,4.719885864716487589e+01
1.891479492187500000e-01,4.842150556900239877e+01
1.988677978515625000e-01,5.090976783485061929e+01
1.254425048828125000e-01,3.211303624417301705e+01
2.254333496093750000e-01,5.771049719880943485e+01
1.953887939453125000e-01,5.001914962980604429e+01
1.904449462890625000e-01,4.875353428579533954e+01
1.721343994140625000e-01,4.406607004871865030e+01
1.685638427734375000e-01,4.315201452248868463e+01
2.118377685546875000e-01,5.423005500277995594e+01
1.901702880859375000e-01,4.868322232223916757e+01
1.829528808593750000e-01,4.683558016879147345e+01
2.070922851562500000e-01,5.301522052133757512e+01
1.920318603515625000e-01,4.915978118634198069e+01
1.906738281250000000e-01,4.881212758875879842e+01
1.365661621093750000e-01,3.496067076819714714e+01
1.731872558593750000e-01,4.433559924235056116e+01
1.922454833984375000e-01,4.921446826910791117e+01
1.964263916015625000e-01,5.028477260324042675e+01
1.920013427734375000e-01,4.915196874594686705e+01
1.777801513671875000e-01,4.551137152181728140e+01
1.541900634765625000e-01,3.947235509638346684e+01
2.065582275390625000e-01,5.287850281442288036e+01
1.684265136718750000e-01,4.311685854071059509e+01
1.807098388671875000e-01,4.626136579974955509e+01
1.930084228515625000e-01,4.940977927898607192e+01
1.322326660156250000e-01,3.385130423208899231e+01
2.043151855468750000e-01,5.230428844538098332e+01
2.100067138671875000e-01,5.376130857907229199e+01
1.735687255859375000e-01,4.443325474728965929e+01
1.933898925781250000e-01,4.950743478392517716e+01
2.027893066406250000e-01,5.191366642562456946e+01
1.911926269531250000e-01,4.894493907547600742e+01
1.987304687500000000e-01,5.087461185307255107e+01
1.758575439453125000e-01,4.501918777692421259e+01
1.900939941406250000e-01,4.866369122125138347e+01
2.059936523437500000e-01,5.273397266711297249e+01
2.018737792968750000e-01,5.167929321377075524e+01
2.167816162109375000e-01,5.549567034679067490e+01
2.307586669921875000e-01,5.907376804775924484e+01
1.848602294921875000e-01,4.732385769348696414e+01
1.826629638671875000e-01,4.676136198503773755e+01
1.973876953125000000e-01,5.053086447568689010e+01
1.844787597656250000e-01,4.722620218854782337e+01
1.731719970703125000e-01,4.433169302215298302e+01
1.759338378906250000e-01,4.503871887791206774e+01
2.053985595703125000e-01,5.258163007940795808e+01
2.116241455078125000e-01,5.417536792001408230e+01
2.172851562500000000e-01,5.562457561331028444e+01
1.659851074218750000e-01,4.249186330910036702e+01
1.789093017578125000e-01,4.580043181643699057e+01
1.531677246093750000e-01,3.921063834314669805e+01
1.897125244140625000e-01,4.856603571631224980e+01
2.025146484375000000e-01,5.184335446206836906e+01
1.786346435546875000e-01,4.573011985288084702e+01
2.559051513671875000e-01,6.551121893334456558e+01
1.849822998046875000e-01,4.735510745506748265e+01
1.577453613281250000e-01,4.038250440241584727e+01
1.914978027343750000e-01,4.902306347942722908e+01
1.744537353515625000e-01,4.465981551874833855e+01
1.739044189453125000e-01,4.451919159163603013e+01
1.919555664062500000e-01,4.914025008535416106e+01
1.679382324218750000e-01,4.299185949438854948e+01
1.696166992187500000e-01,4.342154371612057417e+01
1.811981201171875000e-01,4.638636484607163624e+01
1.955871582031250000e-01,5.006993049237441795e+01
1.932220458984375000e-01,4.946446636175200240e+01
1.915435791015625000e-01,4.903478214001997060e+01
2.113037109375000000e-01,5.409333729586519723e+01
2.022705078125000000e-01,5.178085493890734625e+01
2.216491699218750000e-01,5.674175458981356712e+01
2.052154541015625000e-01,5.253475543703724071e+01
1.546783447265625000e-01,3.959735414270551246e+01
1.900634765625000000e-01,4.865587878085620588e+01
1.875610351562500000e-01,4.801525866845575052e+01
1.734924316406250000e-01,4.441372364630183966e+01
2.239227294921875000e-01,5.732378139925060623e+01
2.037048339843750000e-01,5.214803963747836946e+01
1.733398437500000000e-01,4.437466144432618620e+01
2.121887207031250000e-01,5.431989806732396175e+01
1.457519531250000000e-01,3.731221532713060896e+01
1.938629150390625000e-01,4.962852761004969437e+01
1.677551269531250000e-01,4.294498485201778237e+01
2.033081054687500000e-01,5.204647791234172161e+01
1.897583007812500000e-01,4.857775437690495579e+01
1.669006347656250000e-01,4.272623652095422386e+01
2.108459472656250000e-01,5.397615068993828658e+01
1.527709960937500000e-01,3.910907661801000046e+01
1.485748291015625000e-01,3.803486606367992096e+01
1.932220458984375000e-01,4.946446636175200240e+01
2.179565429687500000e-01,5.579644930200309005e+01
1.707153320312500000e-01,4.370279157034517681e+01
1.751251220703125000e-01,4.483168920744116548e+01
1.698150634765625000e-01,4.347232457868892652e+01
2.026977539062500000e-01,5.189022910443916459e+01
1.854095458984375000e-01,4.746448162059927256e+01
1.968994140625000000e-01,5.040586542936484449e+01
1.920471191406250000e-01,4.916368740653956593e+01
1.930084228515625000e-01,4.940977927898607192e+01
1.796417236328125000e-01,4.598793038592008031e+01
2.070617675781250000e-01,5.300740808094245438e+01
1.997375488281250000e-01,5.113242238611177015e+01
1.736602783203125000e-01,4.445669206847502863e+01
1.679382324218750000e-01,4.299185949438854948e+01
2.086791992187500000e-01,5.342146742188422337e+01
1.424407958984375000e-01,3.646456554425922292e+01
1.981811523437500000e-01,5.073398792596024265e+01
1.925354003906250000e-01,4.928868645286161154e+01
1.823577880859375000e-01,4.668323758108643773e+01
1.947021484375000000e-01,4.984336972091563922e+01
1.924743652343750000e-01,4.927306157207132031e+01
1.738586425781250000e-01,4.450747293104335256e+01
2.316589355468750000e-01,5.930423503941553065e+01
2.052154541015625000e-01,5.253475543703724071e+01
1.716766357421875000e-01,4.394888344279172543e+01
1.786651611328125000e-01,4.573793229327598908e+01
1.888427734375000000e-01,4.834338116505109184e+01
1.918487548828125000e-01,4.911290654397125621e+01
1.972656250000000000e-01,5.049961471410641423e+01
1.686706542968750000e-01,4.317935806387161790e+01
2.096252441406250000e-01,5.366365307413320807e+01
1.797943115234375000e-01,4.602699258789569114e+01
1.683044433593750000e-01,4.308560877913010501e+01
1.620330810546875000e-01,4.148015227793129611e+01
2.095947265625000000e-01,5.365584063373803758e+01
2.380523681640625000e-01,6.094094130219480121e+01
2.003784179687500000e-01,5.129648363440944792e+01
1.576385498046875000e-01,4.035516086103288558e+01
1.820373535156250000e-01,4.660120695693759529e+01
1.675109863281250000e-01,4.288248532885675957e+01
2.301177978515625000e-01,5.890970679946153865e+01
2.126312255859375000e-01,5.443317845305326586e+01
1.496124267578125000e-01,3.830048903711429631e+01
1.793212890625000000e-01,4.590589976177120235e+01
1.758270263671875000e-01,4.501137533652909894e+01
1.869049072265625000e-01,4.784729119996051594e+01
2.249298095703125000e-01,5.758159193228978268e+01
2.007293701171875000e-01,5.138632669895346083e+01
1.757965087890625000e-01,4.500356289613397109e+01
1.889190673828125000e-01,4.836291226603898252e+01
2.401885986328125000e-01,6.148781212985373656e+01
1.998291015625000000e-01,5.115585970729711818e+01
2.220764160156250000e-01,5.685112875534533572e+01
2.004241943359375000e-01,5.130820229500216101e+01
2.035675048828125000e-01,5.211288365570035097e+01
2.007293701171875000e-01,5.138632669895346083e+01
1.772003173828125000e-01,4.536293515430989487e+01
1.790771484375000000e-01,4.584340023861017954e+01
1.855468750000000000e-01,4.749963760237732657e+01
1.887054443359375000e-01,4.830822518327306625e+01
1.858825683593750000e-01,4.758557444672374714e+01
2.046813964843750000e-01,5.239803773012246069e+01
1.873474121093750000e-01,4.796057158568988399e+01
1.711730957031250000e-01,4.381997817627210168e+01
2.061462402343750000e-01,5.277303486908859753e+01
1.941070556640625000e-01,4.969102713321069587e+01
1.766357421875000000e-01,4.521840500699999410e+01
1.711273193359375000e-01,4.380825951567943122e+01
2.093200683593750000e-01,5.358552867018192956e+01
2.101898193359375000e-01,5.380818322144307331e+01
1.536102294921875000e-01,3.932391872887604478e+01
2.008972167968750000e-01,5.142929512112666401e+01
1.576538085937500000e-01,4.035906708123045661e+01
2.216644287109375000e-01,5.674566081001113105e+01
2.254638671875000000e-01,5.771830963920452007e+01
1.810455322265625000e-01,4.634730264409596856e+01
1.876831054687500000e-01,4.804650843003626193e+01
1.601562500000000000e-01,4.099968719363095460e+01
1.696624755859375000e-01,4.343326237671329437e+01
1.904296875000000000e-01,4.874962806559777562e+01
1.797485351562500000e-01,4.601527392730302068e+01
1.614837646484375000e-01,4.133952835081900190e+01
1.867065429687500000e-01,4.779651033739217070e+01
2.093658447265625000e-01,5.359724733077461423e+01
2.743530273437500000e-01,7.023383915219935147e+01
1.998901367187500000e-01,5.117148458808740230e+01
1.877899169921875000e-01,4.807385197141923072e+01
2.270965576171875000e-01,5.813627520034391694e+01
2.037963867187500000e-01,5.217147695866376722e+01
2.057342529296875000e-01,5.266756692375436444e+01
1.562347412109375000e-01,3.999578860285701865e+01
2.083587646484375000e-01,5.333943679773538094e+01
2.019348144531250000e-01,5.169491809456101095e+01
2.214965820312500000e-01,5.670269238783792076e+01
1.967163085937500000e-01,5.035899078699410580e+01
1.736145019531250000e-01,4.444497340788232975e+01
1.764831542968750000e-01,4.517934280502434774e+01
1.724090576171875000e-01,4.413638201227477964e+01
1.376190185546875000e-01,3.523019996182901536e+01
2.001953125000000000e-01,5.124960899203868792e+01
2.389678955078125000e-01,6.117531451404863674e+01
2.032165527343750000e-01,5.202304059115632384e+01
2.155609130859375000e-01,5.518317273098553954e+01
2.075500488281250000e-01,5.313240712726449999e+01
1.672821044921875000e-01,4.282389202589332200e+01
2.078857421875000000e-01,5.321834397161087793e+01
2.150268554687500000e-01,5.504645502407081636e+01
1.673889160156250000e-01,4.285123556727626948e+01
1.712493896484375000e-01,4.383950927725991420e+01
2.094573974609375000e-01,5.362068465196002620e+01
1.770477294921875000e-01,4.532387295233423430e+01
2.074432373046875000e-01,5.310506358588157383e+01
1.872558593750000000e-01,4.793713426450448623e+01
1.529541015625000000e-01,3.915595126038078178e+01
2.704467773437500000e-01,6.923384678162298655e+01
1.643981933593750000e-01,4.208561640855374009e+01
2.062835693359375000e-01,5.280819085086670839e+01
1.963806152343750000e-01,5.027305394264768523e+01
1.694030761718750000e-01,4.336685663335468632e+01
1.949768066406250000e-01,4.991368168447183962e+01
1.870574951171875000e-01,4.788635340193618362e+01
1.939697265625000000e-01,4.965587115143257080e+01
1.567077636718750000e-01,4.011688142898150033e+01
1.459350585937500000e-01,3.735908996950136185e+01
1.618347167968750000e-01,4.142937141536297929e+01
2.193298339843750000e-01,5.614800911978382914e+01
2.009735107421875000e-01,5.144882622211442680e+01
2.204132080078125000e-01,5.642535075381090337e+01
2.056121826171875000e-01,5.263631716217391698e+01
1.891021728515625000e-01,4.840978690840970700e+01
1.901397705078125000e-01,4.867540988184407524e+01
1.787414550781250000e-01,4.575746339426380871e+01
1.627349853515625000e-01,4.165983840701924379e+01
1.960144042968750000e-01,5.017930465790620786e+01
1.970825195312500000e-01,5.045274007173564002e+01
1.586456298828125000e-01,4.061297139407211887e+01
1.979522705078125000e-01,5.067539462299680508e+01
1.891784667968750000e-01,4.842931800939756926e+01
2.022705078125000000e-01,5.178085493890734625e+01
1.763153076171875000e-01,4.513637438285114456e+01
2.089233398437500000e-01,5.348396694504524618e+01
2.019653320312500000e-01,5.170273053495609616e+01
1.851196289062500000e-01,4.739026343684552245e+01
1.943817138671875000e-01,4.976133909676683231e+01
1.585540771484375000e-01,4.058953407288672821e+01
1.959381103515625000e-01,5.015977355691834561e+01
1.739959716796875000e-01,4.454262891282143499e+01
2.175445556640625000e-01,5.569098135666888538e+01
1.888427734375000000e-01,4.834338116505109184e+01
1.450042724609375000e-01,3.712081053744996950e+01
1.983947753906250000e-01,5.078867500872615892e+01
1.692657470703125000e-01,4.333170065157661810e+01
1.856994628906250000e-01,4.753869980435298004e+01
1.867980957031250000e-01,4.781994765857759688e+01
1.639556884765625000e-01,4.197233602282437914e+01
1.842651367187500000e-01,4.717151510578194262e+01
1.937408447265625000e-01,4.959727784846915455e+01
2.035369873046875000e-01,5.210507121530520891e+01
2.002410888671875000e-01,5.126132765263137969e+01
1.987457275390625000e-01,5.087851807327015052e+01
1.721038818359375000e-01,4.405825760832352245e+01
1.767578125000000000e-01,4.524965476858050550e+01
1.984100341796875000e-01,5.079258122892371574e+01
2.107543945312500000e-01,5.395271336875291723e+01
1.988525390625000000e-01,5.090586161465302695e+01
1.551666259765625000e-01,3.972235318902755807e+01
2.150268554687500000e-01,5.504645502407081636e+01
1.846160888671875000e-01,4.726135817032592001e+01
2.135009765625000000e-01,5.465583300431440250e+01
2.176818847656250000e-01,5.572613733844692518e+01
1.778564453125000000e-01,4.553090262280506550e+01
1.721801757812500000e-01,4.407778870931131365e+01
1.771240234375000000e-01,4.534340405332199708e+01
1.842651367187500000e-01,4.717151510578194262e+01
1.674194335937500000e-01,4.285904800767136891e+01
1.923522949218750000e-01,4.924181181049083023e+01
2.181091308593750000e-01,5.583551150397875062e+01
1.932678222656250000e-01,4.947618502234464444e+01
2.267761230468750000e-01,5.805424457619507450e+01
2.086944580078125000e-01,5.342537364208180861e+01
1.824645996093750000e-01,4.671058112246942784e+01
1.975097656250000000e-01,5.056211423726743703e+01
1.606597900390625000e-01,4.112859246015055703e+01
1.821594238281250000e-01,4.663245671851812801e+01
1.885375976562500000e-01,4.826525676109984175e+01
1.843719482421875000e-01,4.719885864716487589e+01
1.887207031250000000e-01,4.831213140347061596e+01
1.745300292968750000e-01,4.467934661973616528e+01
1.796569824218750000e-01,4.599183660611764424e+01
2.071990966796875000e-01,5.304256406272053681e+01
2.043762207031250000e-01,5.231991332617123902e+01
2.004699707031250000e-01,5.131992095559487410e+01
1.918334960937500000e-01,4.910900032377364965e+01
1.988372802734375000e-01,5.090195539445550565e+01
2.017974853515625000e-01,5.165976211278289298e+01
2.068939208984375000e-01,5.296443965876927251e+01
1.777801513671875000e-01,4.551137152181728140e+01
1.622467041015625000e-01,4.153483936069719817e+01
1.625823974609375000e-01,4.162077620504361164e+01
1.692810058593750000e-01,4.333560687177419624e+01
2.276000976562500000e-01,5.826518046686349095e+01
1.813812255859375000e-01,4.643323948844234650e+01
1.865234375000000000e-01,4.774963569502141780e+01
1.911010742187500000e-01,4.892150175429058123e+01
1.991119384765625000e-01,5.097226735801162079e+01
1.905517578125000000e-01,4.878087782717825149e+01
1.810455322265625000e-01,4.634730264409596856e+01
1.873474121093750000e-01,4.796057158568988399e+01
1.792907714843750000e-01,4.589808732137608871e+01
2.114105224609375000e-01,5.412068083724820156e+01
1.980438232421875000e-01,5.069883194418215311e+01
2.124176025390625000e-01,5.437849137028742064e+01
1.763000488281250000e-01,4.513246816265358063e+01
1.938476562500000000e-01,4.962462138985209492e+01
1.703186035156250000e-01,4.360122984520854317e+01
1.643524169921875000e-01,4.207389774796104831e+01
2.061462402343750000e-01,5.277303486908859753e+01
1.962890625000000000e-01,5.024961662146232300e+01
1.899108886718750000e-01,4.861681657888060215e+01
1.907958984375000000e-01,4.884337735033927430e+01
2.021026611328125000e-01,5.173788651673417860e+01
2.186584472656250000e-01,5.597613543109101641e+01
2.198181152343750000e-01,5.627300816610587475e+01
1.548461914062500000e-01,3.964032256487869432e+01
2.112274169921875000e-01,5.407380619487742024e+01
2.150421142578125000e-01,5.505036124426836608e+01
1.452331542968750000e-01,3.717940384041342838e+01
2.041931152343750000e-01,5.227303868380041507e+01
1.320343017578125000e-01,3.380052336952065417e+01
1.825408935546875000e-01,4.673011222345721194e+01
1.724548339843750000e-01,4.414810067286749273e+01
1.726989746093750000e-01,4.421060019602851554e+01
1.718139648437500000e-01,4.398403942456977944e+01
2.192077636718750000e-01,5.611675935820333905e+01
2.104034423828125000e-01,5.386287030420898247e+01
1.701507568359375000e-01,4.355826142303533999e+01
1.881256103515625000e-01,4.815978881576561577e+01
1.770019531250000000e-01,4.531215429174152831e+01
2.055358886718750000e-01,5.261678606118606183e+01
2.078857421875000000e-01,5.321834397161087793e+01
1.817626953125000000e-01,4.653089499338143042e+01
1.515960693359375000e-01,3.880829766279761373e+01
1.423034667968750000e-01,3.642940956248115469e+01
2.251739501953125000e-01,5.764409145545085522e+01
2.059783935546875000e-01,5.273006644691540856e+01
1.762390136718750000e-01,4.511684328186332493e+01
1.643066406250000000e-01,4.206217908736834232e+01
1.798400878906250000e-01,4.603871124848843266e+01
1.950073242187500000e-01,4.992149412486694615e+01
2.289733886718750000e-01,5.861674028464425135e+01
2.041625976562500000e-01,5.226522624340530143e+01
1.844940185546875000e-01,4.723010840874539440e+01
1.962890625000000000e-01,5.024961662146232300e+01
1.679382324218750000e-01,4.299185949438854948e+01
1.811676025390625000e-01,4.637855240567650839e+01
2.543029785156250000e-01,6.510106581260039604e+01
2.102813720703125000e-01,5.383162054262841423e+01
1.841125488281250000e-01,4.713245290380631047e+01
2.015838623046875000e-01,5.160507503001702645e+01
2.107238769531250000e-01,5.394490092835782491e+01
1.789093017578125000e-01,4.580043181643699057e+01
1.973876953125000000e-01,5.053086447568689010e+01
1.682586669921875000e-01,4.307389011853741323e+01
1.891632080078125000e-01,4.842541178919998401e+01
2.301330566406250000e-01,5.891361301965912389e+01
2.100677490234375000e-01,5.377693345986251927e+01
1.705017089843750000e-01,4.364810448757931027e+01
2.287445068359375000e-01,5.855814698168080668e+01
2.071533203125000000e-01,5.303084540212780951e+01
2.077484130859375000e-01,5.318318798983280971e+01
2.170104980468750000e-01,5.555426364975416220e+01
1.967773437500000000e-01,5.037461566778436861e+01
2.371673583984375000e-01,6.071438053073610064e+01
2.091979980468750000e-01,5.355427890860143947e+01
1.988677978515625000e-01,5.090976783485061929e+01
1.860809326171875000e-01,4.763635530929209239e+01
1.974182128906250000e-01,5.053867691608206769e+01
1.888122558593750000e-01,4.833556872465601373e+01
2.102661132812500000e-01,5.382771432243087162e+01
1.757049560546875000e-01,4.498012557494857333e+01
1.854705810546875000e-01,4.748010650138948563e+01
1.839294433593750000e-01,4.708557826143556468e+01
1.711425781250000000e-01,4.381216573587698093e+01
1.444091796875000000e-01,3.696846794974498351e+01
1.822967529296875000e-01,4.666761270029617492e+01
1.899414062500000000e-01,4.862462901927573000e+01
1.712341308593750000e-01,4.383560305706237870e+01
2.183074951171875000e-01,5.588629236654709587e+01
2.007141113281250000e-01,5.138242047875586138e+01
1.919097900390625000e-01,4.912853142476151191e+01
2.209930419921875000e-01,5.657378712131833254e+01
1.989440917968750000e-01,5.092929893583848155e+01
2.068634033203125000e-01,5.295662721837413045e+01
1.950378417968750000e-01,4.992930656526211664e+01
2.023010253906250000e-01,5.178866737930252384e+01
1.699829101562500000e-01,4.351529300086210839e+01
1.881408691406250000e-01,4.816369503596320101e+01
1.932067871093750000e-01,4.946056014155442426e+01
1.676025390625000000e-01,4.290592265004215022e+01
1.856689453125000000e-01,4.753088736395779534e+01
1.857604980468750000e-01,4.755432468514324995e+01
2.147521972656250000e-01,5.497614306051465149e+01
1.778869628906250000e-01,4.553871506320025020e+01
1.651153564453125000e-01,4.226920875783920906e+01
2.050781250000000000e-01,5.249959945525914407e+01
2.002868652343750000e-01,5.127304631322405015e+01
2.284545898437500000e-01,5.848392879792707078e+01
2.197875976562500000e-01,5.626519572571076111e+01
1.876831054687500000e-01,4.804650843003626193e+01
2.034301757812500000e-01,5.207772767392223301e+01
1.982116699218750000e-01,5.074180036635537761e+01
1.917114257812500000e-01,4.907775056219313825e+01
1.609649658203125000e-01,4.120671686410184265e+01
2.166900634765625000e-01,5.547223302560526292e+01
1.957397460937500000e-01,5.010899269435001457e+01
1.787567138671875000e-01,4.576136961446137263e+01
1.480865478515625000e-01,3.790986701735787534e+01
1.962585449218750000e-01,5.024180418106719515e+01
2.303009033203125000e-01,5.895658144183231997e+01
1.566162109375000000e-01,4.009344410779612389e+01
2.089080810546875000e-01,5.348006072484768225e+01
2.025451660156250000e-01,5.185116690246351112e+01
1.562042236328125000e-01,3.998797616246189079e+01
2.672119140625000000e-01,6.840572809973942014e+01
